region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Lubelskie;Nie;SZKOŁA PODSTAWOWA W MOTWICY;Motwica;7;65;7;42;5;66
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W SŁAWATYCZACH;Sławatycze;26;64;26;47;20;64
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM.ŚW.KRÓLOWEJ JADWIGI W TERESPOLU;Terespol;72;62;72;52;70;59
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.ORŁA BIAŁEGO W KOBYLANACH;Kobylany;35;52;35;52;23;79
Lubelskie;Tak;ZESPÓŁ SZKÓŁ IM.KORNELA MAKUSZYŃSKIEGO SZKOŁA PODSTAWOWA W MAŁASZEWICZACH;Małaszewicze;41;53;41;47;32;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.JULIANA URSYNA NIEMCEWICZA W NEPLACH;Neple;11;61;11;81;9;84
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W TUCZNEJ;Tuczna;45;47;45;43;35;48
Lubelskie;Tak;SZKOŁA PODSTAWOWA W HORODYSZCZU;Horodyszcze;6;52;6;41;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLA IM. J.I. KRASZEWSKIEGO W WISZNICACH;Wisznice;35;53;35;72;33;69
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W DOŁHOLISCE;Dołholiska;1;;1;;1;
Lubelskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA;Dubica Dolna;5;71;5;73;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA W POLUBICZACH;Polubicze Wiejskie Pierwsze;8;67;8;77;6;82
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.POLSKI NIEPODLEGŁEJ W ZALESIU;Zalesie;30;60;30;53;28;66
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W WÓLCE DOBRYŃSKIEJ;Wólka Dobryńska;7;58;7;47;7;67
Lubelskie;Tak;SZKOŁA PODSTAWOWA W DOBRYNIU DUŻYM;Dobryń Duży;6;70;6;60;6;69
Lubelskie;Nie;SZKOŁA PODSTAWOWA W BEREZÓWCE;Berezówka;2;;2;;2;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI;Łomazy;57;52;57;53;45;50
Lubelskie;Tak;SZKOŁA PODSTAWOWA W HUSZCZY;Huszcza Pierwsza;7;51;7;35;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. KORNELA MAKUSZYŃSKIEGO W BIAŁEJ PODLASKIEJ;Biała Podlaska;39;52;39;49;40;56
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 6;Biała Podlaska;80;50;80;57;80;64
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. MARII KONOPNICKIEJ;Biała Podlaska;120;59;120;55;120;67
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. BOHATERSKICH LOTNIKÓW PODLASIA;Biała Podlaska;124;59;124;65;123;72
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. ŚWIĘTEJ JADWIGI KRÓLOWEJ;Biała Podlaska;195;63;195;63;195;71
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KS. STANISŁAWA BRZÓSKI;Biała Podlaska;46;56;46;61;45;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. JANA KOCHANOWSKIEGO;Biała Podlaska;129;57;129;47;124;61
Lubelskie;Nie;SPOŁECZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA;Biała Podlaska;18;62;18;62;17;68
Lubelskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W BIAŁEJ PODLASKIEJ;Biała Podlaska;19;68;19;70;20;77
Lubelskie;Nie;KATOLICKA SZKOŁA PODSTAWOWA IM. CYPRIANA NORWIDA;Biała Podlaska;42;74;42;77;42;85
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. DZIECI ZAMOJSZCZYZNY W ALEKSANDROWIE;Aleksandrów Pierwszy;54;68;54;61;54;54
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. HETMANA JANA ZAMOYSKIEGO W BUKOWINIE;Bukowina;14;44;14;47;14;63
Lubelskie;Tak;SAMORZĄDOWA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GOŹDZIE LIPIŃSKIM;Gózd Lipiński;4;;4;;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA W BISZCZY;Biszcza;32;65;32;48;32;61
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 4;Biłgoraj;24;52;24;54;25;56
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. BŁOGOSŁAWIONEGO KSIĘDZA PRYMASA STEFANA KARDYNAŁA WYSZYŃSKIEGO;Biłgoraj;173;62;173;61;171;68
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI;Biłgoraj;101;62;101;67;99;72
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. KSIĘDZA JANA TWARDOWSKIEGO;Biłgoraj;120;66;120;60;119;77
Lubelskie;Tak;SZKOŁA PODSTAWOWA W KORCZOWIE;Korczów;17;59;17;61;17;75
Lubelskie;Tak;SZKOŁA PODSTAWOWA W SOLI;Sól;35;57;35;57;34;66
Lubelskie;Tak;SZKOŁA PODSTAWOWA W WOLI DEREŹNIAŃSKIEJ;Wola Dereźniańska;9;55;9;57;9;46
Lubelskie;Tak;SZKOŁA PODSTAWOWA W SMÓLSKU;Smólsko Małe;21;57;21;63;21;63
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JERZEGO POPIEŁUSZKI W BUKOWEJ;Bukowa;9;58;9;52;8;43
Lubelskie;Tak;SZKOŁA PODSTAWOWA W KORYTKOWIE DUŻYM;Korytków Duży;18;57;18;37;18;57
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. PAPIEŻA JANA PAWŁA II W DEREŹNI SOLSKIEJ;Dereźnia Solska;14;66;14;61;14;58
Lubelskie;Tak;SZKOŁA PODSTAWOWA W GROMADZIE;Gromada;31;58;31;37;31;59
Lubelskie;Tak;SZKOŁA PODSTAWOWA W HEDWIŻYNIE;Hedwiżyn;15;56;15;57;15;47
Lubelskie;Tak;SZKOŁA PODSTAWOWA W DĄBROWICY;Dąbrowica;12;58;12;65;12;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA W STARYM BIDACZOWIE;Stary Bidaczów;10;56;10;60;10;55
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JÓZEFA PIŁSUDSKIEGO WE FRAMPOLU;Frampol;45;70;45;66;45;72
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W TEODORÓWCE;Teodorówka;9;53;9;46;9;35
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.JANA PAWŁA II W WOLI RADZIĘCKIEJ;Wola Radzięcka;12;66;12;59;12;56
Lubelskie;Tak;SZKOŁA PODSTAWOWA W RADZIĘCINIE;Radzięcin;9;66;9;70;9;77
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. GEN. WŁ. SIKORSKIEGO W GORAJU;Goraj;37;60;37;50;35;48
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MIECZYSŁAWA ROMANOWSKIEGO W JÓZEFOWIE;Józefów;37;67;37;56;37;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MAJDANIE NEPRYSKIM;Majdan Nepryski;29;54;29;41;29;53
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W STANISŁAWOWIE;Stanisławów;5;68;5;73;5;47
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W KSIĘŻPOLU;Księżpol;31;57;31;74;29;70
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. BŁOGOSŁAWIONEGO KARDYNAŁA STEFANA WYSZYŃSKIEGO W KORCHOWIE PIERWSZYM;Korchów Pierwszy;19;49;19;55;17;53
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. ZOFII KRAWIECKIEJ W MAJDANIE STARYM;Majdan Stary;30;58;30;59;30;67
Lubelskie;Tak;SZKOŁA PODSTAWOWA W RAKÓWCE;Rakówka;11;65;11;52;8;88
Lubelskie;Tak;SZKOŁA PODSTAWOWA W OBSZY;Obsza;30;67;30;60;30;64
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZAMCHU;Zamch;8;74;8;69;8;74
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. PRYMASA TYSIĄCLECIA KS. KARD. STEFANA WYSZYŃSKIEGO W BABICACH;Babice;20;55;20;47;20;64
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. T. KOŚCIUSZKI W LIPINACH GÓRNYCH;Lipiny Górne-Borowina;10;69;10;67;10;70
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. FRANCISZKA Z ASYŻU W LIPINACH DOLNYCH;Lipiny Dolne;13;67;13;46;13;47
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM.POWSTANIA STYCZNIOWEGOW POTOKU GÓRNYM;Potok Górny;10;62;10;57;10;50
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KEN W SZYSZKOWIE;Szyszków;27;60;27;60;27;55
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARII CURIE-SKŁODOWSKIEJ W TARNOGRODZIE;Tarnogród;49;61;49;64;49;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA W LUCHOWIE DOLNYM;Luchów Dolny;7;77;7;68;7;78
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W RÓŻAŃCU DRUGIM;Różaniec Drugi;14;47;14;38;14;41
Lubelskie;Tak;SZKOŁA PODSTAWOWA W WOLI RÓŻANIECKIEJ;Wola Różaniecka;10;61;10;62;10;71
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W TERESZPOLU-KUKIEŁKACH;Tereszpol-Kukiełki;19;74;19;62;19;54
Lubelskie;Tak;ZESPÓŁ SZKÓŁ SAMORZĄDOWYCH IM. JANA PAWŁA II SZKOŁA POSTAWOWA W TERESZPOLU-ZAORENDZIE;Tereszpol-Zaorenda;26;52;26;57;25;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. SZYMONA SZYMONOWICZA W CZERNIĘCINIE;Czernięcin Główny;11;68;11;67;11;50
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W TUROBINIE;Turobin;37;56;37;51;37;60
Lubelskie;Tak;SZKOŁA PODSTAWOWA W GRÓDKACH;Gródki Drugie;9;61;9;48;9;61
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. POR. EDWARDA BŁASZCZAKA PS. “GROM”;Chmielek;10;63;10;66;10;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁUKOWEJ;Łukowa;32;48;32;54;32;58
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. BOLESŁAWA ZYGMUNTA WIRSKIEGO W CHEŁMIE;Chełm;103;65;103;54;103;66
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 7 IM. GEN. WŁADYSŁAWA SIKORSKIEGO W CHEŁMIE;Chełm;89;58;89;53;89;64
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. MARII KONOPNICKIEJ W CHEŁMIE;Chełm;100;70;99;65;99;79
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. KS. STANISŁAWA STASZICA W CHEŁMIE;Chełm;37;52;37;46;35;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. IRENY SENDLEROWEJ W CHEŁMIE;Chełm;121;64;121;55;120;68
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI Z ODDZIAŁAMI INTEGRACYJNYMI W CHEŁMIE;Chełm;59;64;59;62;59;69
Lubelskie;Nie;PIERWSZA SPOŁECZNA SZKOŁA PODSTAWOWA W CHEŁMIE;Chełm;13;73;13;76;12;87
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W CHEŁMIE;Chełm;66;57;66;51;66;67
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI IM. ADAMA MICKIEWICZA W CHEŁMIE;Chełm;64;62;64;59;63;71
Lubelskie;Nie;"NIEPUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI ""RAZEM"" W CHEŁMIE";Chełm;15;61;15;54;15;56
Lubelskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI W CHEŁMIE;Chełm;32;73;32;79;32;87
Lubelskie;Nie;"NIEPUBLICZNA INTEGRACYJNA SZKOŁA PODSTAWOWA NOWOCZESNYCH TECHNOLOGII I JĘZYKÓW OBCYCH ""ARKA"" W CHEŁMIE";Chełm;41;61;41;57;41;72
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. 9 PUŁKU PIECHOTY LEGIONÓW AK W BIAŁOPOLU;Białopole;29;59;29;43;29;44
Lubelskie;Tak;SZKOŁA PODSTAWOWA IMIENIA WŁADYSŁAWA BRONIEWSKIEGO W STRUPINIE DUŻYM;Strupin Duży;34;51;34;46;34;46
Lubelskie;Tak;SZKOŁA PODSTAWOWA W UHRZE IMIENIA ROMUALDA TRAUGUTTA;Uher;25;39;25;30;25;35
Lubelskie;Tak;SZKOŁA PODSTAWOWA W STAWIE;Staw;28;56;28;53;28;57
Lubelskie;Tak;SZKOŁA PODSTAWOWA W OKSZOWIE;Okszów;29;61;29;52;29;62
Lubelskie;Tak;SZKOŁA PODSTAWOWA W STOŁPIU IMIENIA MARII SKŁODOWSKIEJ-CURIE;Stołpie;32;58;32;50;32;53
Lubelskie;Tak;SZKOŁA PODSTAWOWA W ŻÓŁTAŃCACH IMIENIA KSIĘDZA JÓZEFA DĄBROWSKIEGO;Żółtańce-Kolonia;71;67;71;68;71;70
Lubelskie;Tak;"SZKOŁA PODSTAWOWA IM. JANA SZATOWSKIEGO PS. ""KOWAL"" W ŚWIERŻACH";Świerże;22;59;22;41;22;36
Lubelskie;Tak;SZKOŁA PODSTAWOWA W BRZEŹNIE;Brzeźno;8;60;8;45;8;85
Lubelskie;Tak;"SZKOŁA PODSTAWOWA IM. KPT. KAZIMIERZA FILIPOWICZA ""KORDA"" W DOROHUSKU";Dorohusk-Osada;55;57;55;52;53;56
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. BOHATERÓW ARTYLERII I ARMII WOJSKA POLSKIEGO W DUBIENCE;Dubienka;24;58;24;33;12;44
Lubelskie;Tak;SZKOŁA PODSTAWOWA W CZERNIEJOWIE;Czerniejów;7;49;7;47;7;57
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.KONSTYTUCJI 3 MAJA W STRACHOSŁAWIU;Strachosław;6;65;6;41;6;59
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.T.KOŚCIUSZKI W KAMIENIU;Kamień-Kolonia;38;55;38;57;38;55
Lubelskie;Tak;SZKOŁA PODSTAWOWA W SIELCU;Sielec;16;71;16;77;16;71
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W LEŚNIOWICACH;Leśniowice;20;59;20;47;20;47
Lubelskie;Nie;SZKOŁA PODSTAWOWA IM. 4 BRYGADY PANCERNEJ WOJSKA POLSKIEGO W ZAWADÓWCE;Zawadówka;9;49;9;33;9;69
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA REJA W REJOWCU;Rejowiec;69;50;68;45;68;64
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM MIKOŁAJA REJA W REJOWCU FABRYCZNYM;Rejowiec Fabryczny;48;57;48;50;48;57
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.PRYMASA TYSIĄCLECIA KARDYNAŁA STEFANA WYSZYŃSKIEGO W LISZNIE;Liszno;31;56;31;34;31;50
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA KOCHANOWSKIEGO W PAWŁOWIE;Pawłów;22;55;22;37;22;58
Lubelskie;Tak;"SZKOŁA PODSTAWOWA W RUDZIE-HUCIE IM. POR. ZBIGNIEWA TWARDEGO PS. ""TRZASK""";Ruda-Huta;54;52;54;41;54;50
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. ST.STASZICA W SAWINIE;Sawin;38;73;38;62;38;72
Lubelskie;Tak;SZKOŁA PODSTAWOWA W WÓLCE PETRYŁOWSKIEJ;Petryłów;8;76;8;63;8;59
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W CZUŁCZYCACH;Czułczyce;8;43;8;38;8;39
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W BUKOWIE WIELKIEJ;Bukowa Wielka;5;60;5;57;5;55
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.H.SIENKIEWICZA W SIEDLISZCZU;Siedliszcze;94;58;94;48;94;51
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W WIERZBICY;Wierzbica-Osiedle;55;57;55;45;54;44
Lubelskie;Tak;SZKOŁA PODSTAWOWA W ŚWIĘCICY;Święcica;8;54;8;38;8;58
Lubelskie;Tak;SZKOŁA PODSTAWOWA W WOJSŁAWICACH-KOLONII;Wojsławice-Kolonia;41;57;40;48;41;40
Lubelskie;Tak;SZKOŁA PODSTAWOWA W ŻMUDZI;Żmudź;33;50;33;29;32;52
Lubelskie;Tak;"PUBLICZNA SZKOŁA PODSTAWOWA W DOŁHOBYCZOWIE ""IM.NADBUŻAŃSKIEGO ODDZIAŁU STRAŻY GRANICZNEJ""";Dołhobyczów;26;57;26;42;26;58
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W HULCZU;Hulcze;14;67;14;50;13;53
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W PRZEWODOWIE;Przewodów;4;;4;;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA W HORODLE;Horodło;48;53;48;38;33;53
Lubelskie;Tak;SZKOŁA PODSTAWOWA W STRZYŻOWIE;Strzyżów;19;47;19;36;17;53
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. BOLESŁAWA PRUSA W HRUBIESZOWIE;Hrubieszów;84;56;84;43;81;62
Lubelskie;Tak;"SZKOŁA PODSTAWOWA NR 3 IM. MJR. H. DOBRZAŃSKIEGO ""HUBALA"" W HRUBIESZOWIE";Hrubieszów;69;58;69;52;68;63
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W HRUBIESZOWIE;Hrubieszów;86;51;86;43;86;63
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MIENIANACH;Mieniany;13;48;13;44;13;51
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. PAPIEŻA JANA PAWŁA II W MONIATYCZACH;Moniatycze;21;52;21;50;21;44
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.TADEUSZA KOŚCIUSZKI W HUSYNNEM;Husynne;11;45;11;31;11;40
Lubelskie;Tak;"SZKOŁA PODSTAWOWA IM. 15 PUŁKU PIECHOTY ""WILKÓW'' W STEFANKOWICACH";Stefankowice;11;67;11;57;11;54
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. MIECZYSŁAWA FUTY W DZIEKANOWIE;Dziekanów;6;51;6;47;6;49
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W DĄBROWIE;Dąbrowa;4;;4;;4;
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W SZPIKOŁOSACH;Szpikołosy;7;57;7;43;7;48
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.KS. STANISŁAWA STASZICA W CZERNICZYNIE;Czerniczyn;10;49;10;48;10;33
Lubelskie;Tak;SZKOŁA PODSTAWOWA W ŚLIPCZU Z SIEDZIBĄ W KOZODAWACH;Kozodawy;11;55;11;46;11;54
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W WISZNIOWIE;Wiszniów;16;55;16;47;14;53
Lubelskie;Tak;SZKOŁA PODSTAWOWA STOWARZYSZENIA ROZWOJU WSI SZYCHOWICE;Szychowice Nowe;1;;1;;1;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. BATALIONÓW CHŁOPSKICH W KRYŁOWIE;Kryłów;7;40;7;37;7;38
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. BOLESŁAWA PRUSA W MIRCZU;Mircze;35;53;35;41;34;54
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W NIELEDWI;Nieledew;19;60;19;46;19;69
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. CYPRIANA KAMILA NORWIDA W TRZESZCZANACH;Trzeszczany Pierwsze;15;52;15;47;15;58
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W MOŁODIATYCZACH;Mołodiatycze;4;;4;;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. PAPIEŻA JANA PAWŁA II W UCHANIACH;Uchanie;39;53;39;40;39;44
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W TERATYNIE;Teratyn;12;43;12;31;12;45
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. SIOSTRY WANDY LONGINY TRUDZIŃSKIEJ I SIEDMIU WYCHOWANKÓW W SAHRYNIU;Sahryń;10;61;10;42;10;38
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. 30 PUŁKU STRZELCÓW KANIOWSKICH I AK W HOSTYNNEM KOLONII;Hostynne-Kolonia;7;65;7;71;7;65
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W WERBKOWICACH;Werbkowice;60;56;60;42;57;56
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. PAPIEŻA JANA PAWŁA II W PODHORCACH;Podhorce;3;;3;;3;
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W HONIATYCZACH;Honiatycze;6;53;6;33;6;42
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KOLEJARZY OFIAR II WOJNY ŚWIATOWEJ W GOZDOWIE;Gozdów;2;;2;;2;
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W MALICACH;Malice;12;63;12;45;12;57
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W BŁAŻKU;Błażek;9;47;9;38;9;42
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W BATORZU IM. MARCINA BORELOWSKIEGO-LELEWELA;Batorz Pierwszy;38;65;38;46;38;61
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W OTROCZU;Otrocz;9;70;9;63;9;48
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W CHRZANOWIE IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO;Chrzanów Pierwszy;21;65;21;50;21;41
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W ŁADZIE;Łada;9;51;9;49;9;44
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W KRZEMIENIU;Krzemień Pierwszy;28;59;28;59;28;69
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W BRANWI;Branew Szlachecka;13;61;13;54;13;52
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W KOCUDZY;Kocudza Pierwsza;32;53;32;55;32;48
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W DZWOLI;Dzwola;16;55;16;44;16;46
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W GODZISZOWIE DRUGIM;Godziszów Trzeci;4;;4;;4;
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM JANA PAWŁA II W WÓLCE RATAJSKIEJ;Wólka Ratajska;13;68;13;44;13;63
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. OFIAR PACYFIKACJI W DNIU 22 LIPCA W ZDZIŁOWICACH;Zdziłowice;26;55;26;49;26;54
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KS. PRYMASA STEFANA KARDYNAŁA WYSZYŃSKIEGO W GODZISZOWIE PIERWSZYM;Godziszów Pierwszy;17;59;17;48;17;52
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANA ZAMOYSKIEGO W JANOWIE LUBELSKIM;Janów Lubelski;175;64;175;54;171;68
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W MOMOTACH GÓRNYCH;Momoty Górne;9;71;9;47;9;60
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W BIAŁEJ DRUGIEJ;Biała Druga;16;65;16;48;16;60
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W STOJESZYNIE PIERWSZYM;Stojeszyn Pierwszy;10;66;10;48;10;45
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA KOCHANOWSKIEGO W WIERZCHOWISKACH DRUGICH;Wierzchowiska Drugie;12;56;12;48;7;31
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W MODLIBORZYCACH;Modliborzyce;69;55;69;35;65;64
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II;Potoczek;21;63;20;42;19;65
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA;Potok Wielki;29;62;29;56;29;67
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. ROMUALDA TRAUGUTTA;Potok-Stany;11;47;11;50;11;55
Lubelskie;Tak;SZKOŁA PODSTAWOWA IMIENIA BŁOGOSŁAWIONEGO JANA PAWŁA II W SIEDLISKACH DRUGICH;Siedliska Drugie;28;50;28;51;28;56
Lubelskie;Tak;SZKOŁA PODSTAWOWA IMIENIA POWSTAŃCÓW STYCZNIOWYCH W FAJSŁAWICACH;Fajsławice;47;67;47;44;47;59
Lubelskie;Tak;SZKOŁA PODSTAWOWA W GORZKOWIE;Gorzków-Osada;34;65;34;54;31;69
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W IZBICY;Izbica;17;56;17;48;17;46
