region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W PRZYŁĘKACH;Przyłęki;43;64;43;70;43;82
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W KOZIELCU;Kozielec;10;63;10;72;10;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W DOBRCZU;Dobrcz;48;56;48;48;48;61
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. 8-GO BYDGOSKIEGO PUŁKU PIECHOTY W BORÓWNIE;Borówno;32;57;32;58;32;83
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZELCACH GÓRNYCH;Strzelce Górne;17;59;17;55;17;67
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PORUCZNIKA WACŁAWA TARNOWSKIEGO W WUDZYNIE;Wudzyn;31;50;31;46;31;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W KOTOMIERZU;Kotomierz;42;56;42;46;42;56
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W DĄBROWIE CHEŁMIŃSKIEJ;Dąbrowa Chełmińska;56;56;56;53;56;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MAGDALENY MORTĘSKIEJ W CZARŻU;Czarże;23;53;23;46;23;56
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W OSTROMECKU;Ostromecko;34;61;34;63;34;71
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 W ZAKŁADZIE POPRAWCZYM I SCHRONISKU DLA NIELETNICH W KORONOWIE;Koronowo;2;;2;;;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W SITOWCU;Sitowiec;10;57;10;53;10;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W WITOLDOWIE;Witoldowo;10;55;10;48;10;55
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W BUSZKOWIE;Buszkowo;13;52;13;42;13;50
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W KORONOWIE;Koronowo;110;58;110;50;104;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. OBROŃCÓW WESTERPLATTE W MĄKOWARSKU;Mąkowarsko;22;60;22;43;22;48
Kujawsko-Pomorskie;Tak;ZESPÓŁ SZKÓŁ WE WTELNIE SZKOŁA PODSTAWOWA IM. LEONA WYCZÓŁKOWSKIEGO;Wtelno;36;65;36;59;35;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KPT. Ż. W. TADEUSZA ZIÓŁKOWSKIEGO W WIERZCHUCINIE KRÓLEWSKIM;Wierzchucin Królewski;35;49;35;36;35;42
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W KORONOWIE;Koronowo;58;67;59;48;50;60
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ;Nowa Wieś Wielka;60;63;60;53;60;64
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.POWSTAŃCÓW WIELKOPOLSKICH;Brzoza;82;66;82;65;82;82
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W OSIELSKU;Osielsko;121;63;121;71;119;81
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MAKSYMILIANOWIE;Maksymilianowo;33;62;33;61;33;68
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. AGATY MRÓZ W NIEMCZU;Niemcz;69;69;69;72;68;83
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W ŻOŁĘDOWIE;Żołędowo;23;64;23;63;23;77
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W SICIENKU;Sicienko;20;61;20;63;19;51
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W STRZELEWIE;Strzelewo;13;51;13;49;13;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ANIELI HRABINY POTULICKIEJ W WOJNOWIE;Wojnowo;48;65;48;57;48;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KRUSZYNIE;Kruszyn;25;66;25;69;25;79
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI KRAJEŃSKIEJ W SAMSIECZNIE;Samsieczno;17;67;17;49;17;43
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MARII SKŁODOWSKIEJ-CURIE W SOLCU KUJAWSKIM;Solec Kujawski;150;59;150;55;151;66
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W SOLCU KUJAWSKIM;Solec Kujawski;72;56;73;52;73;61
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA Z ODDZIAŁAMI SPORTOWYMI;Bydgoszcz;79;58;78;42;85;48
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 10 IM. JANA KOCHANOWSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;57;43;56;32;59;47
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 12 IM. FRANCISZKA ŻWIRKI I STANISŁAWA WIGURY Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;63;70;63;64;65;81
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. PREZYDENTA LEONA BARCISZEWSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPECJALNYMI W BYDGOSZCZY;Bydgoszcz;50;56;50;41;51;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 16 IM. MARIANA TURWIDA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;110;61;110;58;113;70
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM. HANSA CHRISTIANA ANDERSENA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;72;63;72;65;73;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 19 IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY;Bydgoszcz;14;72;14;38;14;42
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 20 IM.KS.PRYMASA STEFANA KAR.WYSZYŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;99;69;99;70;104;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA SPECJALNA NR 53 DLA DZIECI I MŁODZIEŻY SŁABO WIDZĄCEJ I NIEWIDOMEJ W BYDGOSZCZY;Bydgoszcz;1;;1;;1;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 22 IM. MJR. HENRYKA DOBRZAŃSKIEGO-HUBALA W BYDGOSZCZY;Bydgoszcz;20;52;20;37;20;51
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 25 IM. SYNÓW PUŁKÓW Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;80;69;80;61;80;77
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 26 IM.ROMUALDA TRAUGUTTA W BYDGOSZCZY;Bydgoszcz;31;66;31;50;32;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 28 IM POLSKICH NOBLISTÓW W BYDGOSZCZY;Bydgoszcz;47;58;47;43;47;60
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 43 IM. ADM. KAZIMIERZA PORĘBSKIEGO W BYDGOSZCZY;Bydgoszcz;7;52;7;49;8;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 31 IM. JÓZEFA PIŁSUDSKIEGO Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;107;69;107;68;109;81
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 48 Z ODDZIAŁAMI SPECJALNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;74;61;73;50;74;69
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYDGOSZCZY;Bydgoszcz;24;74;24;80;24;86
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 34 W BYDGOSZCZY IM. BOHATERÓW 3.PUŁKU LOTNICTWA SZTURMOWEGO W BYDGOSZCZY;Bydgoszcz;30;71;30;74;30;70
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 35 IM.JAROSŁAWA DĄBROWSKIEGO W BYDGOSZCZY;Bydgoszcz;51;61;51;60;51;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 36 IM.WINCENTEGO WIERNIKOWSKIEGO W BYDGOSZCZY;Bydgoszcz;42;53;43;57;43;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 37 IM. HENRYKA SIENKIEWICZA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;60;39;61;33;68;48
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 38 IM. ZDOBYWCÓW WAŁU POMORSKIEGO W BYDGOSZCZY;Bydgoszcz;107;63;107;60;106;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 40 W BYDGOSZCZY;Bydgoszcz;72;68;72;70;72;72
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 41 IM. ROMUALDA TRAUGUTTA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;59;54;59;52;65;58
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 45 IM. KANAŁU BYDGOSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;75;53;75;49;78;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 46 IM. UNII EUROPEJSKIEJ Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;77;62;77;56;77;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 47 IM.BRONISŁAWA MALINOWSKIEGO Z ODDZIAŁAMI MISTRZOSTAWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;38;62;38;51;41;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 56 IM. ARKADEGO FIEDLERA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;78;65;78;63;84;68
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 58 IM. IRENY SENDLEROWEJ W BYDGOSZCZY;Bydgoszcz;87;51;87;41;93;62
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 61 IM. BOHATERÓW WESTERPLATTE W BYDGOSZCZY;Bydgoszcz;63;66;63;61;64;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 62 IM. ŻOŁNIERZY 1 DYWIZJI PIECHOTY IM. TADEUSZA KOŚCIUSZKI W BYDGOSZCZY;Bydgoszcz;105;67;105;62;104;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 55 SPECJALNA DLA UCZNIÓW NIEDOSTOSOWANYCH SPOŁECZNIE ORAZ Z ZABURZENIAMI ZACHOWANIA W BYDGOSZCZY;Bydgoszcz;3;;3;;3;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MJRA HENRYKA SUCHARSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;69;64;69;57;68;70
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. ZDZISŁAWA KRZYSZKOWIAKA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;33;53;33;40;34;53
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 14 IM. GEN. WŁADYSŁAWA SIKORSKIEGO W BYDGOSZCZY;Bydgoszcz;91;67;91;63;93;78
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 32 IM. FLORIANA KAJI Z ODDZIAŁAMI SPORTOWYMI I DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;117;74;118;65;122;80
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 60 IM. HUBERTA WAGNERA Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;145;63;145;65;145;77
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 64 IM. 650-LECIA BYDGOSZCZY Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;131;68;131;65;131;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 63 Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;156;56;156;57;153;72
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 65 IM. CZESŁAWA TAŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;160;64;160;63;160;77
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 67 IM. ANDRZEJA SZWALBEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;118;59;118;56;117;68
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 66 IM. MISJI POKOJOWYCH ONZ Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;129;68;129;57;128;77
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 1 W BYDGOSZCZY;Bydgoszcz;12;79;12;83;12;88
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA TOWARZYSTWA SALEZJAŃSKIEGO W BYDGOSZCZY;Bydgoszcz;65;76;65;80;65;93
Kujawsko-Pomorskie;Nie;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. WOJCIECHA;Bydgoszcz;75;79;75;88;73;95
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 57 IM. TOWARZYSTWA MIŁOŚNIKÓW MIASTA BYDGOSZCZY;Bydgoszcz;63;57;63;48;66;63
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. W BYDGOSZCZY;Bydgoszcz;15;79;15;76;15;86
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA PERPETUUM MOBILE FUNDACJI KREATYWNEJ EDUKACJI;Bydgoszcz;4;;4;;4;
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA INTERNATIONAL SCHOOL OF BYDGOSZCZ;Bydgoszcz;22;53;23;42;26;85
Kujawsko-Pomorskie;Nie;MIĘDZYNARODOWA SZKOŁA PODSTAWOWA SOKRATES W BYDGOSZCZY;Bydgoszcz;43;66;43;66;47;92
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 15 IM. TERESY CIEPŁY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;125;61;125;60;125;74
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. WŁAYSŁAWA JAGIEŁŁY W BYDGOSZCZY;Bydgoszcz;81;64;81;57;77;74
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH W BYDGOSZCZY;Bydgoszcz;6;24;6;17;6;44
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA UNIVERSUM W BYDGOSZCZY;Bydgoszcz;4;;4;;4;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 17 IM. BOHATERÓW WRZEŚNIA 1939 ROKU Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;37;59;37;61;40;74
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 30 IM. SZARYCH SZEREGÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;54;61;54;60;57;78
Kujawsko-Pomorskie;Nie;"PRYWATNA SZKOŁA PODSTAWOWA ""PRZYSZŁOŚĆ"" W BYDGOSZCZY";Bydgoszcz;8;19;8;18;8;41
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 44 MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;36;65;36;69;36;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. WOJSKA POLSKIEGO;Chełmno;103;58;103;50;103;68
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. FILOMATÓW POMORSKICH;Chełmno;32;51;32;29;32;51
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. STANISŁAWA STASZICA;Chełmno;71;58;71;48;71;57
Kujawsko-Pomorskie;Nie;KATOLICKA SZKOŁA PODSTAWOWA KSIĘŻY PALLOTYNÓW SCHOLA CULMENSIS ELEMENTARIS;Chełmno;13;66;13;82;13;89
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W KOLNIE;Kolno;28;54;28;50;28;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. BRONISŁAWA MALINOWSKIEGO W MAŁYCH ŁUNAWACH;Małe Łunawy;28;63;28;54;28;68
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. IRENY SENDLEROWEJ W STAROGRODZIE;Starogród;7;63;7;65;7;77
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.ZIEMI CHEŁMIŃSKIEJ W PODWIESKU;Podwiesk;14;55;14;47;14;54
