region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BOBROWIE;Bobrowo;11;58;11;51,54545455;11;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 7 W BRODNICY;Brodnica;105;59,23809524;105;47,58095238;106;65,58490566
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI IM. POLSKICH OLIMPIJCZYKÓW W BRODNICY;Brodnica;66;69,1969697;66;57,77272727;66;79,53030303
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. HENRYKA SIENKIEWICZA W BRODNICY;Brodnica;37;58,27027027;37;48,40540541;37;62,43243243
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. 700 - LECIA BRODNICY W BRODNICY;Brodnica;73;64,89041096;73;56,31506849;73;72,84931507
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA JAGIEŁŁY W BRODNICY;Brodnica;58;69,17241379;58;57,01724138;58;74,86206897
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH W BRODNICY;Brodnica;14;12,21428571;14;13,28571429;;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KRÓLEWNY ANNY WAZÓWNY W GORCZENICY;Gorczenica;12;68,75;12;56,08333333;12;63,66666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI MICHAŁOWSKIEJ W GORTATOWIE Z SIEDZIBĄ W SZCZUCE;Szczuka;20;50,7;20;50,9;20;62,5
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SZABDZIE;Szabda;23;62,60869565;23;62,69565217;22;78,95454545
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Wielkie Leźno;8;68,375;8;55,75;8;63,25
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Jajkowo;10;61,4;10;55,7;10;64,9
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Brzozie;14;60,57142857;14;42,21428571;13;57,69230769
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Górzno;25;56,92;25;44,96;25;53
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA;Gołkowo;13;54,76923077;13;31,38461538;13;31,30769231
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA SPSK;Miesiączkowo;13;62,76923077;13;46,76923077;13;54,69230769
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. IGNACEGO ŁYSKOWSKIEGO;Górale;16;51,875;16;29,625;16;64,375
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Płowęż;2;;2;;2;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.JANUSZA KUSOCIŃSKIEGO;Jabłonowo Pomorskie;49;59,26530612;49;31,44897959;49;62,59183673
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZYGACH;Strzygi;8;65;8;32,875;8;43,625
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W OSIEKU;Osiek;23;62,69565217;23;65,73913043;23;51,34782609
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W POKRZYDOWIE;Pokrzydowo;13;60,84615385;13;53,76923077;13;56,61538462
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. NOBLISTÓW POLSKICH W ZBICZNIE;Zbiczno;29;55,34482759;29;43,89655172;29;50,48275862
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PPOR. PIOTRA WYSOCKIEGO W ŚWIEDZIEBNI;Świedziebnia;41;54,26829268;41;30,82926829;41;53,51219512
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W JANOWIE;Janowo;8;59,375;8;24,5;8;53,625
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOCHOWIE;Łochowo;98;63,91836735;98;52,74489796;98;75,03061224
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARIANA REJEWSKIEGO W BIAŁYCH BŁOTACH;Białe Błota;128;68,796875;128;60,5859375;128;80,34375
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W PRZYŁĘKACH;Przyłęki;18;69,33333333;18;56,61111111;18;71,27777778
Kujawsko-Pomorskie;Nie;"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""4 PORY ROKU"" SZKOŁA TWÓRCZA I JĘZYKÓW OBCYCH";Ciele;8;72;8;62,875;8;85,625
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W KOZIELCU;Kozielec;9;59,77777778;9;67;9;64,33333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W DOBRCZU;Dobrcz;32;64,21875;32;54,1875;31;80,80645161
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. 8-GO BYDGOSKIEGO PUŁKU PIECHOTY W BORÓWNIE;Borówno;19;73,73684211;19;63,84210526;19;77,05263158
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZELCACH GÓRNYCH;Strzelce Górne;14;73,21428571;14;58,28571429;14;71,42857143
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PORUCZNIKA WACŁAWA TARNOWSKIEGO W WUDZYNIE;Wudzyn;15;60,2;15;48,46666667;15;58,26666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W KOTOMIERZU;Kotomierz;18;43,88888889;18;22,77777778;18;46,83333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W DĄBROWIE CHEŁMIŃSKIEJ;Dąbrowa Chełmińska;39;59,07692308;39;50,66666667;38;73,84210526
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MAGDALENY MORTĘSKIEJ W CZARŻU;Czarże;19;57,31578947;19;44,15789474;18;62,94444444
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W OSTROMECKU;Ostromecko;13;64,30769231;13;43,38461538;13;65,23076923
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 W OKRĘGOWYM OŚRODKU WYCHOWAWCZYM W KORONOWIE;Koronowo;7;43,85714286;7;11,28571429;2;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W SITOWCU;Sitowiec;6;62,66666667;6;25,66666667;6;37,83333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W WITOLDOWIE;Witoldowo;7;53,42857143;7;42,42857143;7;52,28571429
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W KORONOWIE;Koronowo;68;60,35294118;68;36,83823529;68;57,10294118
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. OBROŃCÓW WESTERPLATTE W MĄKOWARSKU;Mąkowarsko;11;65;11;43,27272727;11;53,63636364
Kujawsko-Pomorskie;Tak;ZESPÓŁ SZKÓŁ WE WTELNIE SZKOŁA PODSTAWOWA IM. LEONA WYCZÓŁKOWSKIEGO;Wtelno;24;59,66666667;24;56,29166667;24;74,20833333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KPT. Ż. W. TADEUSZA ZIÓŁKOWSKIEGO W WIERZCHUCINIE KRÓLEWSKIM;Wierzchucin Królewski;15;57,6;15;43,13333333;15;52,06666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W KORONOWIE;Koronowo;44;64,04545455;44;52,84090909;43;70,20930233
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ;Nowa Wieś Wielka;34;57,61764706;34;45,61764706;34;74,23529412
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.POWSTAŃCÓW WIELKOPOLSKICH;Brzoza;48;58,9375;48;56,35416667;48;73,47916667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W OSIELSKU;Osielsko;93;61,97849462;93;65,41935484;91;86,73626374
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MAKSYMILIANOWIE;Maksymilianowo;16;52,1875;16;44,3125;16;59,875
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. AGATY MRÓZ W NIEMCZU;Niemcz;60;63,3;60;60,35;60;82,31666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W ŻOŁĘDOWIE;Żołędowo;27;64,92592593;27;43,92592593;27;75,2962963
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W SICIENKU;Sicienko;8;56,375;8;44,25;7;48,57142857
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W STRZELEWIE;Strzelewo;12;45,83333333;12;31,91666667;12;50
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ANIELI HRABINY POTULICKIEJ W WOJNOWIE;Wojnowo;24;61,625;24;59,70833333;24;67,08333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KRUSZYNIE;Kruszyn;24;58,29166667;24;52,875;24;66,66666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI KRAJEŃSKIEJ W SAMSIECZNIE;Samsieczno;12;55,83333333;12;33,41666667;12;54,5
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MARII SKŁODOWSKIEJ-CURIE W SOLCU KUJAWSKIM;Solec Kujawski;100;57,41;100;51,1;100;70,74
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W SOLCU KUJAWSKIM;Solec Kujawski;51;59,01960784;51;47,64705882;52;69,17307692
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA Z ODDZIAŁAMI SPORTOWYMI;Bydgoszcz;37;47,10810811;37;23,83783784;41;50
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 10 IM. JANA KOCHANOWSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;33;46,15151515;33;22,36363636;34;55,91176471
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 12 IM. FRANCISZKA ŻWIRKI I STANISŁAWA WIGURY Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;34;62,02941176;34;46,32352941;35;70,94285714
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. PREZYDENTA LEONA BARCISZEWSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPECJALNYMI W BYDGOSZCZY;Bydgoszcz;30;58,66666667;30;45,8;30;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 16 IM. MARIANA TURWIDA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;82;65,96341463;82;54,31707317;83;75,48192771
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM. HANSA CHRISTIANA ANDERSENA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;55;64,05454545;55;52,14545455;55;76,90909091
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 20 IM.KS.PRYMASA STEFANA KAR.WYSZYŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;48;68,39583333;48;52,125;51;79,33333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 22 IM. MJR. HENRYKA DOBRZAŃSKIEGO-HUBALA W BYDGOSZCZY;Bydgoszcz;11;50,54545455;11;23,09090909;11;48,27272727
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 25 IM. SYNÓW PUŁKÓW Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;69;64,84057971;69;51,46376812;68;74,79411765
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 26 IM.ROMUALDA TRAUGUTTA W BYDGOSZCZY;Bydgoszcz;24;53,125;24;29,75;23;51,91304348
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 28 IM POLSKICH NOBLISTÓW W BYDGOSZCZY;Bydgoszcz;35;51,48571429;35;31,6;34;64,08823529
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 43 IM. ADM. KAZIMIERZA PORĘBSKIEGO W BYDGOSZCZY;Bydgoszcz;9;49,66666667;9;28,55555556;9;49,11111111
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 31 IM. JÓZEFA PIŁSUDSKIEGO Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;65;72,16923077;65;60,2;69;78,68115942
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 48 Z ODDZIAŁAMI SPECJALNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;42;61,80952381;42;40,23809524;42;63,28571429
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 35 IM.JAROSŁAWA DĄBROWSKIEGO W BYDGOSZCZY;Bydgoszcz;52;68,92307692;52;63,69230769;51;81,68627451
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 36 IM.WINCENTEGO WIERNIKOWSKIEGO W BYDGOSZCZY;Bydgoszcz;51;71,39215686;51;61,15686275;51;79,1372549
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 37 IM. HENRYKA SIENKIEWICZA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;31;50,22580645;31;25,5483871;35;59,22857143
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 38 IM. ZDOBYWCÓW WAŁU POMORSKIEGO W BYDGOSZCZY;Bydgoszcz;35;67,82857143;35;50,42857143;39;78,02564103
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 40 W BYDGOSZCZY;Bydgoszcz;30;74,2;30;67,16666667;31;85,09677419
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 41 IM. ROMUALDA TRAUGUTTA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;33;63,63636364;33;46,24242424;36;68,38888889
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 45 IM. KANAŁU BYDGOSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;46;51,04347826;46;34,47826087;47;63,65957447
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 46 IM. UNII EUROPEJSKIEJ Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;53;63,09433962;53;49,81132075;53;79,28301887
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 47 IM.BRONISŁAWA MALINOWSKIEGO Z ODDZIAŁAMI MISTRZOSTAWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;20;58,9;21;47,14285714;23;70,04347826
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 56 IM. ARKADEGO FIEDLERA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;63;64,66666667;63;49,49206349;64;74,828125
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 58 IM. IRENY SENDLEROWEJ W BYDGOSZCZY;Bydgoszcz;40;60,2;40;31,6;42;68,16666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 61 IM. BOHATERÓW WESTERPLATTE W BYDGOSZCZY;Bydgoszcz;47;71,12765957;47;46,61702128;48;73,375
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 62 IM. ŻOŁNIERZY 1 DYWIZJI PIECHOTY IM. TADEUSZA KOŚCIUSZKI W BYDGOSZCZY;Bydgoszcz;55;66,23636364;55;46,58181818;54;66,59259259
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 55 SPECJALNA DLA UCZNIÓW NIEDOSTOSOWANYCH SPOŁECZNIE ORAZ Z ZABURZENIAMI ZACHOWANIA W BYDGOSZCZY;Bydgoszcz;6;30,83333333;6;12,66666667;6;19,33333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MJRA HENRYKA SUCHARSKIEGO W BYDGOSZCZY;Bydgoszcz;38;60,47368421;38;45,97368421;39;72,46153846
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. ZDZISŁAWA KRZYSZKOWIAKA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;14;58,5;14;53,07142857;14;70,78571429
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 14 IM. GEN. WŁADYSŁAWA SIKORSKIEGO W BYDGOSZCZY;Bydgoszcz;50;59,66;50;66,8;51;76,76470588
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 32 IM. FLORIANA KAJI Z ODDZIAŁAMI SPORTOWYMI I DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;70;69,3;70;61,4;74;80,27027027
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 60 IM. HUBERTA WAGNERA Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;108;63,53703704;108;50,64814815;112;76,95535714
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 64 IM. 650-LECIA BYDGOSZCZY Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;73;70,45205479;73;62,8630137;73;75,73972603
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 63 Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;97;66,37113402;97;60,43298969;96;79,51041667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 65 IM. CZESŁAWA TAŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;89;70,73033708;89;53,64044944;89;82,03370787
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 67 IM. ANDRZEJA SZWALBEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;83;63,45783133;83;48,77108434;83;72,39759036
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 66 IM. MISJI POKOJOWYCH ONZ Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;58;62,63793103;58;44,25862069;58;79,55172414
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 1 W BYDGOSZCZY;Bydgoszcz;1;;1;;1;
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA TOWARZYSTWA SALEZJAŃSKIEGO IM. BŁ. LAURY VICUNA W BYDGOSZCZY;Bydgoszcz;40;73,85;40;69,7;39;82,23076923
Kujawsko-Pomorskie;Nie;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. WOJCIECHA;Bydgoszcz;27;67,55555556;27;78,92592593;26;92,57692308
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 57 IM. TOWARZYSTWA MIŁOŚNIKÓW MIASTA BYDGOSZCZY;Bydgoszcz;17;62,52941176;17;45,47058824;15;83,4
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. W BYDGOSZCZY;Bydgoszcz;28;76,71428571;28;77,89285714;28;89,89285714
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA PERPETUUM MOBILE FUNDACJI KREATYWNEJ EDUKACJI;Bydgoszcz;6;57,5;6;23,33333333;6;76,83333333
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA INTERNATIONAL SCHOOL OF BYDGOSZCZ;Bydgoszcz;15;68;14;54,07142857;26;62,15384615
Kujawsko-Pomorskie;Nie;MIĘDZYNARODOWA SZKOŁA PODSTAWOWA SOKRATES Z ODDZIAŁAMI MIĘDZYNARODOWYMI W BYDGOSZCZY;Bydgoszcz;31;71,61290323;31;54,5483871;35;90,77142857
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 15 IM. TERESY CIEPŁY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;69;56,17391304;69;55,05797101;69;70
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. WŁAYSŁAWA JAGIEŁŁY W BYDGOSZCZY;Bydgoszcz;68;63,70588235;68;61,5;67;76,59701493
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH W BYDGOSZCZY;Bydgoszcz;1;;1;;1;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 17 IM. BOHATERÓW WRZEŚNIA 1939 ROKU Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;47;71,82978723;47;61,9787234;47;85,21276596
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 30 IM. SZARYCH SZEREGÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;70;68,38571429;70;58,24285714;72;78,41666667
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA CENTRUM EDUKACJI MONTESSORI W BYDGOSZCZY;Bydgoszcz;4;;4;;4;
