region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. HENRYKA SIENKIEWICZA W BRODNICY;Brodnica;91;57,74725275;91;35,51648352;91;48,85714286
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. 700 - LECIA BRODNICY W BRODNICY;Brodnica;85;67,74117647;85;59,10588235;85;65,05882353
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA JAGIEŁŁY W BRODNICY;Brodnica;78;64,83333333;78;54,51282051;79;65,21518987
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KRÓLEWNY ANNY WAZÓWNY W GORCZENICY;Gorczenica;20;68,5;20;44,2;20;55,25
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI MICHAŁOWSKIEJ W GORTATOWIE Z SIEDZIBĄ W SZCZUCE;Szczuka;21;66,66666667;21;55,42857143;21;56,28571429
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SZABDZIE;Szabda;49;68,85714286;49;62,12244898;48;73,47916667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Wielkie Leźno;7;68;7;45,14285714;7;56,85714286
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Jajkowo;18;60,44444444;18;55,55555556;18;59,27777778
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Brzozie;31;61;31;56,90322581;31;65,48387097
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Górzno;36;65,38888889;37;59,78378378;37;53,94594595
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA;Gołkowo;19;55,84210526;19;54,73684211;19;39,36842105
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA SPSK;Miesiączkowo;12;58;12;44;12;37,33333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. IGNACEGO ŁYSKOWSKIEGO;Górale;12;54;12;32;12;54,58333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Płowęż;8;62,75;8;62;8;47,25
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.JANUSZA KUSOCIŃSKIEGO;Jabłonowo Pomorskie;69;64,68115942;69;34,84057971;68;55,04411765
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZYGACH;Strzygi;13;68,07692308;13;53,53846154;13;55,38461538
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W OSIEKU;Osiek;39;59,92307692;39;40,51282051;36;56,41666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W POKRZYDOWIE;Pokrzydowo;26;60,15384615;26;53,53846154;26;61,42307692
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. NOBLISTÓW POLSKICH W ZBICZNIE;Zbiczno;54;62,22222222;54;44,37037037;54;58,14814815
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PPOR. PIOTRA WYSOCKIEGO W ŚWIEDZIEBNI;Świedziebnia;54;58,96296296;54;43,33333333;54;50,7962963
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W JANOWIE;Janowo;17;76,64705882;17;46,35294118;17;64,17647059
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOCHOWIE;Łochowo;129;70,23255814;129;63,84496124;127;73,33070866
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARIANA REJEWSKIEGO W BIAŁYCH BŁOTACH;Białe Błota;223;71,43946188;223;53,99103139;219;75,56621005
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W PRZYŁĘKACH;Przyłęki;25;76,04;25;72,48;25;78,6
Kujawsko-Pomorskie;Nie;"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""4 PORY ROKU"" SZKOŁA TWÓRCZA I JĘZYKÓW OBCYCH";Ciele;12;76,08333333;12;67,33333333;12;88,33333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W KOZIELCU;Kozielec;13;70,61538462;13;81,23076923;13;69,76923077
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W DOBRCZU;Dobrcz;40;62,75;40;53,2;40;68,675
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. 8-GO BYDGOSKIEGO PUŁKU PIECHOTY W BORÓWNIE;Borówno;32;63,3125;32;52;32;64,25
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZELCACH GÓRNYCH;Strzelce Górne;21;70,14285714;21;47,04761905;21;57,47619048
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PORUCZNIKA WACŁAWA TARNOWSKIEGO W WUDZYNIE;Wudzyn;15;58,53333333;15;35,46666667;15;42,46666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W KOTOMIERZU;Kotomierz;38;67,60526316;38;41,89473684;38;58,18421053
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W DĄBROWIE CHEŁMIŃSKIEJ;Dąbrowa Chełmińska;63;64,49206349;63;42,79365079;63;61,52380952
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MAGDALENY MORTĘSKIEJ W CZARŻU;Czarże;13;63,69230769;13;41,53846154;13;53,07692308
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W OSTROMECKU;Ostromecko;27;72;27;39,11111111;27;58,55555556
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 W OKRĘGOWYM OŚRODKU WYCHOWAWCZYM W KORONOWIE;Koronowo;7;42,42857143;7;15,42857143;4;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W SITOWCU;Sitowiec;13;61,69230769;13;31,69230769;13;52,15384615
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W WITOLDOWIE;Witoldowo;6;56,33333333;6;44;6;65,5
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W BUSZKOWIE;Buszkowo;18;61,05555556;18;40,22222222;18;50,66666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W KORONOWIE;Koronowo;123;64,07317073;123;46,69918699;118;57,46610169
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. OBROŃCÓW WESTERPLATTE W MĄKOWARSKU;Mąkowarsko;21;64,85714286;20;39,8;21;48
Kujawsko-Pomorskie;Tak;ZESPÓŁ SZKÓŁ WE WTELNIE SZKOŁA PODSTAWOWA IM. LEONA WYCZÓŁKOWSKIEGO;Wtelno;44;69,59090909;44;56,18181818;44;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KPT. Ż. W. TADEUSZA ZIÓŁKOWSKIEGO W WIERZCHUCINIE KRÓLEWSKIM;Wierzchucin Królewski;22;64,5;22;44,72727273;22;54,81818182
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W KORONOWIE;Koronowo;70;65,51428571;70;46,51428571;70;66,5
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ;Nowa Wieś Wielka;95;65,92631579;95;40;95;60,50526316
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.POWSTAŃCÓW WIELKOPOLSKICH;Brzoza;63;65,88888889;63;59,17460317;64;80,328125
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W OSIELSKU;Osielsko;140;67,95714286;140;70,57142857;138;81,66666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MAKSYMILIANOWIE;Maksymilianowo;34;62,55882353;34;51,76470588;34;71,76470588
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. AGATY MRÓZ W NIEMCZU;Niemcz;86;74,11627907;86;68,13953488;86;83,03488372
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W ŻOŁĘDOWIE;Żołędowo;35;67,8;35;41,25714286;35;64,74285714
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W SICIENKU;Sicienko;21;70,04761905;21;56,57142857;19;65,89473684
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W STRZELEWIE;Strzelewo;12;65,91666667;12;57,33333333;12;72,91666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ANIELI HRABINY POTULICKIEJ W WOJNOWIE;Wojnowo;32;68,78125;32;58,5;32;67,875
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KRUSZYNIE;Kruszyn;37;65,2972973;37;45,40540541;36;66,16666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI KRAJEŃSKIEJ W SAMSIECZNIE;Samsieczno;22;72,59090909;22;47,27272727;22;56,90909091
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MARII SKŁODOWSKIEJ-CURIE W SOLCU KUJAWSKIM;Solec Kujawski;142;63,31690141;142;50,33802817;139;64,08633094
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W SOLCU KUJAWSKIM;Solec Kujawski;93;62,16129032;93;43,1827957;95;65,82105263
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA Z ODDZIAŁAMI SPORTOWYMI;Bydgoszcz;75;58,86666667;75;36,26666667;73;52,10958904
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 10 IM. JANA KOCHANOWSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;49;54,18367347;48;34,66666667;53;46,67924528
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 12 IM. FRANCISZKA ŻWIRKI I STANISŁAWA WIGURY Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;58;72,86206897;58;54,13793103;61;69,62295082
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. PREZYDENTA LEONA BARCISZEWSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPECJALNYMI W BYDGOSZCZY;Bydgoszcz;54;64,59259259;54;48,22222222;54;71,35185185
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 16 IM. MARIANA TURWIDA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;116;66,40517241;116;50;122;68,00819672
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM. HANSA CHRISTIANA ANDERSENA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;95;70,10526316;95;59,03157895;95;74,4
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 19 IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY;Bydgoszcz;7;69,28571429;7;44;7;61,71428571
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 20 IM.KS.PRYMASA STEFANA KAR.WYSZYŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;79;70,97468354;79;52,4556962;80;77,25
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 22 IM. MJR. HENRYKA DOBRZAŃSKIEGO-HUBALA W BYDGOSZCZY;Bydgoszcz;15;40,93333333;15;25,06666667;15;32,66666667
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 25 IM. SYNÓW PUŁKÓW Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;76;69,86842105;76;58,47368421;86;72,6627907
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 26 IM.ROMUALDA TRAUGUTTA W BYDGOSZCZY;Bydgoszcz;32;68,78125;32;44,75;32;67,6875
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 28 IM POLSKICH NOBLISTÓW W BYDGOSZCZY;Bydgoszcz;49;65,71428571;49;42,20408163;52;56,59615385
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 43 IM. ADM. KAZIMIERZA PORĘBSKIEGO W BYDGOSZCZY;Bydgoszcz;20;65,45;20;55,2;20;68,05
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 31 IM. JÓZEFA PIŁSUDSKIEGO Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;147;74,3537415;147;57,79591837;149;74,87919463
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 48 Z ODDZIAŁAMI SPECJALNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;85;67,61176471;85;41,50588235;91;59,67032967
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYDGOSZCZY;Bydgoszcz;24;79,58333333;24;61,16666667;24;85,83333333
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 34 W BYDGOSZCZY IM. BOHATERÓW 3.PUŁKU LOTNICTWA SZTURMOWEGO W BYDGOSZCZY;Bydgoszcz;17;73,58823529;17;87,76470588;18;84,27777778
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 35 IM.JAROSŁAWA DĄBROWSKIEGO W BYDGOSZCZY;Bydgoszcz;74;70,86486486;74;59,89189189;73;75,46575342
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 36 IM.WINCENTEGO WIERNIKOWSKIEGO W BYDGOSZCZY;Bydgoszcz;39;67,92307692;39;45,02564103;46;69,65217391
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 37 IM. HENRYKA SIENKIEWICZA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;43;53,6744186;43;26,60465116;47;44,82978723
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 38 IM. ZDOBYWCÓW WAŁU POMORSKIEGO W BYDGOSZCZY;Bydgoszcz;120;66,24166667;120;48,63333333;123;71,99186992
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 40 W BYDGOSZCZY;Bydgoszcz;62;68,67741935;62;57,5483871;65;71,78461538
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 41 IM. ROMUALDA TRAUGUTTA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;75;65,2;75;41,17333333;81;61,01234568
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 45 IM. KANAŁU BYDGOSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;59;54,66101695;59;35,93220339;63;45,77777778
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 46 IM. UNII EUROPEJSKIEJ Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;98;65,35714286;98;49,59183673;97;64,56701031
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 47 IM.BRONISŁAWA MALINOWSKIEGO Z ODDZIAŁAMI MISTRZOSTAWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;49;71,97959184;49;55,34693878;50;67,46
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 56 IM. ARKADEGO FIEDLERA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;83;67,55421687;84;60,57142857;86;67,86046512
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 58 IM. IRENY SENDLEROWEJ W BYDGOSZCZY;Bydgoszcz;72;60,48611111;72;34,27777778;80;54,0375
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 61 IM. BOHATERÓW WESTERPLATTE W BYDGOSZCZY;Bydgoszcz;70;71,12857143;70;58,4;76;67,07894737
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 62 IM. ŻOŁNIERZY 1 DYWIZJI PIECHOTY IM. TADEUSZA KOŚCIUSZKI W BYDGOSZCZY;Bydgoszcz;104;69,06730769;104;52,53846154;104;63,44230769
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 55 SPECJALNA DLA UCZNIÓW NIEDOSTOSOWANYCH SPOŁECZNIE ORAZ Z ZABURZENIAMI ZACHOWANIA W BYDGOSZCZY;Bydgoszcz;9;31,11111111;9;15,55555556;8;39,625
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MJRA HENRYKA SUCHARSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;74;65,97297297;74;49,08108108;74;64,64864865
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. ZDZISŁAWA KRZYSZKOWIAKA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;32;59,15625;33;32,24242424;33;60,15151515
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 14 IM. GEN. WŁADYSŁAWA SIKORSKIEGO W BYDGOSZCZY;Bydgoszcz;85;73,31764706;85;60,32941176;85;72,89411765
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 32 IM. FLORIANA KAJI Z ODDZIAŁAMI SPORTOWYMI I DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;129;77,88372093;129;56,7751938;132;77,50757576
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 60 IM. HUBERTA WAGNERA Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;201;70,04477612;200;53,96;205;69,76097561
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 64 IM. 650-LECIA BYDGOSZCZY Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;115;74,8;115;61,11304348;115;72,39130435
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 63 Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;162;69,66049383;162;54,51851852;159;69,96855346
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 65 IM. CZESŁAWA TAŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;170;71,86470588;170;51,34117647;171;73,61988304
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 67 IM. ANDRZEJA SZWALBEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;108;68,77777778;108;52,22222222;112;67,17857143
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 66 IM. MISJI POKOJOWYCH ONZ Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;127;70,60629921;128;52,96875;128;74,7265625
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 1 W BYDGOSZCZY;Bydgoszcz;21;82;21;79,80952381;21;89,28571429
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA TOWARZYSTWA SALEZJAŃSKIEGO IM. BŁ. LAURY VICUNA W BYDGOSZCZY;Bydgoszcz;62;77,53225806;62;77,87096774;62;91,06451613
Kujawsko-Pomorskie;Nie;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. WOJCIECHA;Bydgoszcz;61;79,54098361;61;79,21311475;58;88,68965517
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 57 IM. TOWARZYSTWA MIŁOŚNIKÓW MIASTA BYDGOSZCZY;Bydgoszcz;51;66,94117647;51;47,60784314;50;72,06
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. W BYDGOSZCZY;Bydgoszcz;12;81,66666667;12;68,66666667;13;82,07692308
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA PERPETUUM MOBILE FUNDACJI KREATYWNEJ EDUKACJI;Bydgoszcz;13;69,23076923;13;53,23076923;13;70,76923077
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA INTERNATIONAL SCHOOL OF BYDGOSZCZ;Bydgoszcz;20;55,95;20;41,8;24;82,70833333
Kujawsko-Pomorskie;Nie;MIĘDZYNARODOWA SZKOŁA PODSTAWOWA SOKRATES W BYDGOSZCZY;Bydgoszcz;42;76,5;42;61,80952381;44;93,56818182
