region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. JANA BRZECHWY Z JĘZYKIEM MNIEJSZOŚCI NIEMIECKIEJ;Racibórz;11;72;11;46;11;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 7 IM. TADEUSZA KOŚCIUSZKI;Racibórz;16;69;16;36;16;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM.STANISŁAWA STASZICA;Racibórz;60;69;60;48;60;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 14 IM.ARKI BOŻKA;Racibórz;19;63;19;53;18;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 15 Z ODDZIAŁAMI SPORTOWYMI W RACIBORZU IM. JANA III SOBIESKIEGO;Racibórz;75;56;75;48;71;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16 W ZAKŁADZIE POPRAWCZYM I SCHRONISKU DLA NIELETNICH W RACIBORZU;Racibórz;5;;5;;5;
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM.KSIĄŻĄT RACIBORSKICH;Racibórz;66;64;66;50;64;81
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8;Racibórz;41;67;41;44;38;63
Śląskie;Nie;KATOLICKA NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. BŁ. JANA PAWŁA II;Racibórz;6;;6;;6;
Śląskie;Tak;SZKOŁA PODSTAWOWA W RUDNIKU;Rudnik;9;;9;;7;
Śląskie;Tak;SZKOŁA PODSTAWOWA W GRZEGORZOWICACH;Grzegorzowice;19;48;19;45;11;81
Śląskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W GAMOWIE;Gamów;6;;6;;6;
Śląskie;Nie;SZKOŁA PODSTAWOWA W SZONOWICACH;Szonowice;12;57;12;44;12;55
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI;Ruda Śląska;79;46;79;32;79;53
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA WYPLERA;Ruda Śląska;40;59;40;41;38;59
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. JOANNY VON SCHAFFGOTSCH-GRYZIK;Ruda Śląska;56;60;56;36;55;55
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4;Ruda Śląska;26;62;26;40;25;62
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5;Ruda Śląska;14;48;13;28;13;28
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. MARII SKŁODOWSKIEJ-CURIE;Ruda Śląska;56;59;56;50;56;72
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 7 IM. ADAMA MICKIEWICZA;Ruda Śląska;29;62;29;38;29;57
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. MIŁOŚNIKÓW ZIEMI ŚLĄSKIEJ;Ruda Śląska;69;57;69;40;69;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. ALFREDA SZKLARSKIEGO;Ruda Śląska;54;53;54;42;54;60
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 14;Ruda Śląska;46;60;46;43;46;57
Śląskie;Tak;SZKOŁA PODSTAWOWA SPORTOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 15 IM. POLSKICH OLIMPIJCZYKÓW W RUDZIE ŚLĄSKIEJ;Ruda Śląska;43;58;43;46;42;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16 IM. JANUSZA KORCZAKA;Ruda Śląska;51;64;51;45;50;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM.KS.KONTANTEGO DAMROTA;Ruda Śląska;50;63;50;47;49;65
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 20 IM. MARII KONOPNICKIEJ;Ruda Śląska;41;69;41;69;42;86
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 21 IM. BISKUPA WILHELMA PLUTY;Ruda Śląska;32;65;32;50;32;76
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 22 IM. JANA STEFANA DWORAKA;Ruda Śląska;16;64;16;40;16;58
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 23 IM. JANA BRZECHWY;Ruda Śląska;29;56;29;42;29;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 24 IM. POWSTAŃCÓW ŚLĄSKICH;Ruda Śląska;73;64;73;43;71;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 25 W RUDZIE ŚLĄSKIEJ;Ruda Śląska;42;64;42;53;42;76
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. JANA PAWŁA II;Ruda Śląska;48;58;48;42;48;64
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 30 IM. KAROLA MIARKI;Ruda Śląska;87;66;87;49;86;72
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 36 IM. JULIUSZA SŁOWACKIEGO;Ruda Śląska;20;32;20;20;20;26
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 40 IM. KAROLA GODULI;Ruda Śląska;55;54;56;36;56;54
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 41 IM. GWARKÓW RUDZKICH;Ruda Śląska;53;53;53;26;53;44
Śląskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH;Ruda Śląska;9;;9;;9;
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. JANA PAWŁA II W CZERWIONCE-LESZCZYNACH;Czerwionka-Leszczyny;37;59;37;41;37;64
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. WŁ.BRONIEWSKIEGO;Czerwionka-Leszczyny;59;52;60;39;58;50
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4 W CZERWIONCE-LESZCZYNACH;Czerwionka-Leszczyny;18;55;18;46;18;76
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. HENRYKA SIENKIEWICZA;Czerwionka-Leszczyny;36;44;36;37;36;52
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. STANISŁAWA MONIUSZKI;Czerwionka-Leszczyny;40;55;40;38;40;58
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 7 W CZERWIONCE-LESZCZYNACH;Czerwionka-Leszczyny;26;64;26;54;26;77
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. ROMANA I ZDZISŁAWA PIETRASÓW;Czerwionka-Leszczyny;12;65;12;53;12;72
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. ST.LIGONIA W KSIĄŻENICACH;Książenice;32;64;32;42;32;68
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W PALOWICACH;Palowice;19;53;19;31;19;44
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.PAWŁA STALMACHA W PRZEGĘDZY;Przegędza;15;64;15;45;15;54
Śląskie;Tak;SZKOŁA PODSTAWOWA W STANOWICACH;Stanowice;25;59;25;39;25;63
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. FRANCISZKA RDUCHA W BEŁKU;Bełk;34;64;34;48;34;70
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA BRONIEWSKIEGO W SZCZEJKOWICACH;Szczejkowice;13;61;13;42;13;67
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI ŚLĄSKIEJ W PIECACH;Piece;72;55;72;39;68;62
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA III SOBIESKIEGO W JEJKOWICACH;Jejkowice;46;55;46;41;43;59
Śląskie;Tak;ZESPÓŁ SZKOLNO -PRZEDSZKOLNY W LYSKACH - SZKOŁA IM. JANA III SOBIESKIEGO W LYSKACH;Lyski;34;56;34;47;34;64
Śląskie;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ADAMOWICACH SZKOŁA PODSTAWOWA IM. FLORIANA ADAMSKIEGO W ADAMOWICACH;Adamowice;7;;7;;7;
Śląskie;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W PSTRĄŻNEJ - SZKOŁA PODSTAWOWA IM. KAZIMIERZA WIELKIEGO W PSTRĄŻNEJ;Pstrążna;9;;9;;8;
Śląskie;Tak;SZKOŁA PODSTAWOWA W RASZCZYCACH;Raszczyce;8;;8;;8;
Śląskie;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W ZWONOWICACH - SZKOŁA PODSTAWOWA IM. KS. KONSTANTEGO DAMROTA W ZWONOWICACH;Zwonowice;10;74;10;52;10;84
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. STANISŁAWA STASZICA W JANKOWICACH;Jankowice;58;55;58;46;58;74
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. ŚWIĘTEJ JADWIGI W ŚWIERKLANACH;Świerklany;48;66;48;53;48;68
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM.LUDWIKA HOLESZA W ŚWIERKLANACH;Świerklany;52;60;52;41;52;70
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 1 IM. JANUSZA KORCZAKA W RYBNIKU;Rybnik;53;59;52;45;53;66
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 W RYBNIKU;Rybnik;36;68;36;65;36;83
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. ŚW.STANISŁAWA KOSTKI W RYBNIKU;Rybnik;55;54;55;41;56;62
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. MIKOŁAJA KOPERNIKA W RYBNIKU;Rybnik;57;70;57;54;57;77
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 W RYBNIKU;Rybnik;34;65;34;51;34;76
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. WŁADYSŁAWA WEBERA W ZESPOLE SZKOLNO-PRZEDSZKOLNYM Z ODDZIAŁAMI INTEGRACYJNYMI NR 1W RYBNIKU;Rybnik;15;59;15;55;15;75
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 11 IM. MAKSYMILIANA BASISTY W RYBNIKU;Rybnik;102;58;102;44;103;68
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 12 W RYBNIKU;Rybnik;39;61;39;43;39;65
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. BOHATERSKICH HARCERZY RYBNIKA -CHWAŁOWIC W RYBNIKU;Rybnik;33;54;33;56;33;56
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 15 IM. KS. PRAŁATA KONRADA SZWEDY W RYBNIKU;Rybnik;28;64;28;51;28;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16 W RYBNIKU;Rybnik;84;63;84;48;83;72
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 18 IM. JANA BRZECHWY W RYBNIKU;Rybnik;63;43;63;29;63;48
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 19 W RYBNIKU;Rybnik;23;52;23;34;23;45
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 20 IM. HARCERZY BUCHALIKÓW W RYBNIKU;Rybnik;36;63;36;61;36;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 21 IM. KAROLA MIARKI W RYBNIKU;Rybnik;55;63;55;47;55;68
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLNYMI NR 22 IM. JULIUSZA SŁOWACKIEGO W RYBNIKU;Rybnik;35;56;35;42;35;57
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLNYMI NR 23 IM. GÓRNICZEGO STANU W RYBNIKU;Rybnik;24;50;24;40;24;52
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 24 IM. WISŁAWY SZYMBORSKIEJ W ZESPOLE SZKOLNO-PRZEDSZKOLNYM NR 14 W RYBNIKU;Rybnik;36;66;36;47;36;62
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 26 W RYBNIKU;Rybnik;30;48;30;32;28;50
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. JAROSŁAWA DĄBROWSKIEGO W RYBNIKU;Rybnik;21;64;21;45;21;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 28 IM. ALOJZEGO SZEWCZYKA W RYBNIKU;Rybnik;34;66;34;42;34;71
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 29 IM. KAWALERÓW ORDERU UŚMIECHU W RYBNIKU;Rybnik;29;63;29;49;29;65
Śląskie;Tak;SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO NR 31 W ZESPOLE SZKÓŁ NR 3 W RYBNIKU;Rybnik;29;55;29;54;29;63
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 32 IM. ALFREDA SZKLARSKIEGO W RYBNIKU;Rybnik;37;66;37;55;37;77
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 34 IM. IRENY SENDLEROWEJ W RYBNIKU;Rybnik;66;62;66;42;66;67
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 35 IM. KS. FRANCISZKA BLACHNICKIEGO W RYBNIKU;Rybnik;42;60;42;44;42;63
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 36 IM. CZESŁAWA MIŁOSZA W RYBNIKU;Rybnik;28;65;28;49;28;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 37 W RYBNIKU;Rybnik;13;68;13;60;13;64
Śląskie;Tak;SZKOŁA PODSTAWOWA SIÓSTR URSZULANEK UNII RZYMSKIEJ W RYBNIKU;Rybnik;55;77;55;75;55;85
Śląskie;Nie;SPOŁECZNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JERZEGO KUKUCZKI W RYBNIKU;Rybnik;16;75;16;74;16;96
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO NR 9 IM. ADAMA MICKIEWICZA W RYBNIKU;Rybnik;12;68;12;59;12;79
Śląskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH W RYBNIKU;Rybnik;18;19;18;17;18;22
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. MIKOŁAJA KOPERNIKA;Siemianowice Śląskie;76;75;76;65;75;84
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. TADEUSZA KOŚCIUSZKI W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;42;53;43;31;43;57
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. WITOLDA BUDRYKA W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;51;55;51;47;51;67
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. ADAMA MICKIEWICZA W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;34;50;34;36;34;56
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. FRYDERYKA CHOPINA W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;37;53;37;38;38;54
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. JÓZEFA SKRZEKA I PAWŁA WÓJCIKA W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;51;53;51;51;51;64
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 11 IM. JULIUSZA SŁOWACKIEGO W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;33;47;33;35;33;43
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. JÓZEFA SKRZEKA W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;67;56;68;46;68;68
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16 IM. BOLESŁAWA PRUSA W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;28;72;28;52;28;80
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 20 Z ODDZIAŁAMI INTEGRACYJNYMI IM. WŁ. BRONIEWSKIEGO W SIEMIANOWICACH ŚLĄSKICH;Siemianowice Śląskie;29;56;29;42;29;60
Śląskie;Nie;"PRYWATNA SZKOŁA PODSTAWOWA ""ARKONA"" W SIEMIANOWICACH ŚLĄSKICH";Siemianowice Śląskie;9;;9;;9;
Śląskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH;Siemianowice Śląskie;35;23;36;17;35;25
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA KONARSKIEGO W SOSNOWCU;Sosnowiec;39;61;39;43;39;63
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. ELIZY ORZESZKOWEJ W SOSNOWCU;Sosnowiec;15;68;15;42;15;77
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. JULIANA TUWIMA W SOSNOWCU;Sosnowiec;40;50;40;32;45;55
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. JULIUSZA SŁOWACKIEGO W SOSNOWCU;Sosnowiec;98;70;98;61;98;88
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. KAROLA WOJTYŁY W SOSNOWCU;Sosnowiec;61;63;62;44;62;71
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. MARII KONOPNICKIEJ W SOSNOWCU;Sosnowiec;43;51;43;39;43;54
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 10 IM. ORŁA BIAŁEGO W SOSNOWCU;Sosnowiec;55;54;55;46;55;65
Śląskie;Tak;"SZKOŁA PODSTAWOWA NR 11 ""MODRZEJÓW"" W ZESPOLE SZKOLNO-PRZEDSZKOLNYM ""MODRZEJÓW"" W SOSNOWCU";Sosnowiec;6;;6;;6;
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 12 IM. JANA III SOBIESKIEGO W SOSNOWCU;Sosnowiec;21;60;21;47;21;68
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 13 W SOSNOWCU;Sosnowiec;14;51;14;39;14;56
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 15 IM. STEFANA ŻEROMSKIEGO W SOSNOWCU;Sosnowiec;30;55;30;33;30;59
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16 W SOSNOWCU;Sosnowiec;27;54;27;42;27;67
Śląskie;Tak;SPORTOWA SZKOŁA PODSTAWOWA NR 17 W SOSNOWCU;Sosnowiec;33;61;33;39;34;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM. IGNACEGO KRASICKIEGO W SOSNOWCU;Sosnowiec;19;56;19;47;20;64
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 19 IM. MARII SKŁODOWSKIEJ-CURIE W SOSNOWCU;Sosnowiec;40;58;40;46;40;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 20 IM. MIKOŁAJA KOPERNIKA W SOSNOWCU;Sosnowiec;36;54;36;42;36;64
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 21 IM. KRÓLA WŁADYSŁAWA JAGIEŁŁY W SOSNOWCU;Sosnowiec;32;60;32;50;32;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 22 IM. AGATY MRÓZ W SOSNOWCU;Sosnowiec;53;49;53;35;53;62
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 23 SZKOŁA RADOŚCI W SOSNOWCU;Sosnowiec;31;57;31;44;31;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 25 IM. JULIUSZA SŁOWACKIEGO W SOSNOWCU;Sosnowiec;25;56;25;35;25;60
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. STANISŁAWA WYSPIAŃSKIEGO W SOSNOWCU;Sosnowiec;31;42;31;34;30;49
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 29 IM. WŁADYSŁAWA BRONIEWSKIEGO W SOSNOWCU;Sosnowiec;41;53;41;34;41;60
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 32 IM. LEONA KRUCZKOWSKIEGO W SOSNOWCU;Sosnowiec;41;54;41;38;41;59
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 33 Z ODDZIAŁAMI SPECJALNYMI IM. ADAMA MICKIEWICZA W SOSNOWCU;Sosnowiec;30;59;30;42;29;76
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 35 IM. ARMII KRAJOWEJ W SOSNOWCU;Sosnowiec;14;51;14;26;14;58
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 36 IM. STANISŁAWA STASZICA W SOSNOWCU;Sosnowiec;23;43;23;27;17;61
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 37 IM. HENRYKA SIENKIEWICZA W SOSNOWCU;Sosnowiec;13;67;13;52;13;73
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 38 IM. TADEUSZA KOŚCIUSZKI W SOSNOWCU;Sosnowiec;43;59;43;40;43;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 39 IM. KORNELA MAKUSZYŃSKIEGO W SOSNOWCU;Sosnowiec;65;59;65;50;65;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 40 W SOSNOWCU;Sosnowiec;46;69;46;43;46;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 42 W SOSNOWCU;Sosnowiec;62;59;62;52;62;71
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 45 IM. JANUSZA KORCZAKA W SOSNOWCU;Sosnowiec;107;63;107;53;104;77
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 46 IM. JANA KIEPURY W SOSNOWCU;Sosnowiec;40;64;40;46;40;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 47 IM. JANA BRZECHWY W SOSNOWCU;Sosnowiec;23;54;23;39;23;64
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 48 MISTRZOSTWA SPORTOWEGO W SOSNOWCU;Sosnowiec;32;49;31;43;30;58
Śląskie;Nie;PRYWATNA SZKOŁA PODSTAWOWA NR 1 W SOSNOWCU;Sosnowiec;34;70;34;60;34;88
Śląskie;Nie;KATOLICKA NIEPUBLICZNA SZKOŁA PODSTAWOWA;Sosnowiec;43;76;43;71;38;89
Śląskie;Nie;"PRYWATNA SZKOŁA PODSTAWOWA NR 5 ""TWOJA PRZYSZŁOŚĆ""";Sosnowiec;20;71;20;69;19;88
Śląskie;Nie;"PRYWATNA SZKOŁA PODSTAWOWA ""AKADEMIA MŁODYCH""";Sosnowiec;14;70;14;60;14;85
Śląskie;Nie;"SZKOŁA PODSTAWOWA ""ATENA""";Sosnowiec;9;;9;;9;
Śląskie;Tak;ZESPÓŁ SZKÓŁ PUBLICZNYCH W KALETACH - PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM.A.MICKIEWICZA;Kalety;46;57;46;50;46;64
Śląskie;Tak;ZESPÓŁ PLACÓWEK OŚWIATOWYCH W KALETACH MIOTKU - PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM.JULIUSZA LIGONIA;Kalety;15;68;15;49;15;67
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 W KRUPSKIM MŁYNIE;Krupski Młyn;12;58;12;57;12;73
Śląskie;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY W POTĘPIE -SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO;Potępa;6;;6;;6;
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 SPECJALNA W KRUPSKIM MŁYNIE;Krupski Młyn;12;17;12;17;12;20
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM.KS.TEODORA CHRISTOPHA W MIASTECZKU ŚLĄSKIM;Miasteczko Śląskie;41;68;41;40;39;68
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. GUSTAWA MORCINKA W MIASTECZKU ŚLĄSKIM;Miasteczko Śląskie;14;55;14;40;14;64
Śląskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA W PYRZOWICACH;Pyrzowice;2;;2;;2;
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. MICHAŁA OKURZAŁEGO W TĄPKOWICACH;Tąpkowice;30;62;30;42;30;68
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZENDKU;Zendek;13;69;13;41;13;59
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM.A.MICKIEWICZA W RADZIONKOWIE;Radzionków;55;63;55;50;54;75
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W RADZIONKOWIE;Radzionków;21;52;21;53;21;76
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. J. LOMPY W RADZIONKOWIE;Radzionków;33;58;33;39;30;70
Śląskie;Tak;SZKOŁA PODSTAWOWA SPECJALNA NR 41 W RADZIONKOWIE;Radzionków;13;44;13;23;13;23
Śląskie;Nie;"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""ZAMKOWA SZKOŁA""";Radzionków;11;68;11;56;10;77
Śląskie;Nie;SZKOŁA MISTRZOSTWA SPORTOWEGO RADZIONKÓW NIEPUBLICZNA SZKOŁA PODSTAWOWA;Radzionków;25;60;25;50;25;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. KS. FRANCISZKA BLACHNICKIEGO;Tarnowskie Góry;71;61;71;44;70;69
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. KRÓLOWEJ JADWIGI;Tarnowskie Góry;31;67;31;51;30;80
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM.ALFONSA ZGRZEBNIOKA;Tarnowskie Góry;15;51;15;35;15;51
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM.MIKOŁAJA KOPERNIKA;Tarnowskie Góry;56;56;56;41;56;60
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 10;Tarnowskie Góry;36;61;36;51;34;81
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 11 IM. WŁADYSŁAWA BRONIEWSKIEGO;Tarnowskie Góry;45;73;45;54;45;75
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 12;Tarnowskie Góry;27;65;27;54;26;69
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 13;Tarnowskie Góry;58;63;58;55;56;75
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 15 IM. GWARKÓW TARNOGÓRSKICH;Tarnowskie Góry;92;60;92;50;91;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16;Tarnowskie Góry;11;69;11;57;9;
Śląskie;Tak;SALEZJAŃSKA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI W SALEZJAŃSKIM OŚRODKU SZKOLNO-WYCHOWAWCZYM W TARNOWSKICH GÓRACH;Tarnowskie Góry;56;73;56;57;53;90
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW ŚLĄSKICH;Tworóg;36;67;36;56;36;70
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II;Boruszowice;14;68;14;52;14;71
Śląskie;Tak;SZKOŁA PODSTAWOWA W WOJSCE;Wojska;14;64;14;39;14;67
Śląskie;Nie;SZKOŁA PODSTAWOWA IM KS. JERZEGO POPIEŁUSZKI W WOJSCE;Wojska;7;;7;;7;
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W ZBROSŁAWICACH;Zbrosławice;15;66;15;50;15;75
