region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Kujawsko-Pomorskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. PRYMASA TYSIĄCLECIA KARDYNAŁA STEFANA WYSZYŃSKIEGO W KONECKU;Koneck;22;48;22;27;18;45
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA W STRASZEWIE;Straszewo;6;;6;;6;
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA W ŚWIĘTEM;Święte;6;;5;;5;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W NIESZAWIE;Nieszawa;6;;6;;6;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W RACIĄŻKU;Raciążek;35;53;35;43;35;52
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W ZBRACHLINIE;Zbrachlin;23;54;23;45;23;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W NISZCZEWACH;Niszczewy;1;;1;;1;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W BRUDNOWIE;Brudnowo;16;56;16;38;16;45
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. POLSKI NIEPODLEGŁEJ W ZESPOLE SZKÓŁ W ZAKRZEWIE;Zakrzewo;15;64;15;48;15;59
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH IM. ŚW. JÓZEFA SANCHEZA DEL RIOW SINIARZEWIE;Siniarzewo;8;;8;;8;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W SĘDZINIE;Sędzin;9;;9;;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W RADOSZKACH;Radoszki;23;53;23;40;23;46
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W JASTRZĘBIU;Jastrzębie;27;57;27;34;27;57
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MAŁGORZATY SULEK W DRUŻYNACH;Drużyny;15;68;15;45;14;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W KRUSZYNACH;Kruszyny;15;51;15;39;15;30
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. DYWIZJONU 303 W MAŁKACH;Małki;11;60;11;40;11;62
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W NIEŻYWIĘCIU;Nieżywięć;10;61;10;42;10;51
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BOBROWIE;Bobrowo;18;44;18;27;18;41
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 7 W BRODNICY;Brodnica;87;64;87;48;84;65
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI IM. POLSKICH OLIMPIJCZYKÓW W BRODNICY;Brodnica;69;59;69;49;69;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. HENRYKA SIENKIEWICZA W BRODNICY;Brodnica;55;52;55;36;55;50
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. 700 - LECIA BRODNICY W BRODNICY;Brodnica;72;64;72;48;72;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA JAGIEŁŁY W BRODNICY;Brodnica;22;56;22;37;21;47
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KRÓLEWNY ANNY WAZÓWNY W GORCZENICY;Gorczenica;14;60;14;33;16;44
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI MICHAŁOWSKIEJ W GORTATOWIE Z SIEDZIBĄ W SZCZUCE;Szczuka;23;59;23;42;23;67
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SZABDZIE;Szabda;34;55;34;53;33;65
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Wielkie Leźno;12;67;12;54;12;65
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Jajkowo;9;;9;;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Brzozie;9;;9;;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Górzno;24;49;24;49;23;39
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA;Gołkowo;13;56;13;41;13;47
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA SPSK;Miesiączkowo;12;45;13;32;12;36
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. IGNACEGO ŁYSKOWSKIEGO;Górale;21;51;21;30;21;48
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA;Płowęż;10;49;10;47;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.JANUSZA KUSOCIŃSKIEGO;Jabłonowo Pomorskie;54;58;54;35;54;55
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZYGACH;Strzygi;12;49;12;29;12;39
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W OSIEKU;Osiek;24;51;24;47;23;55
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W POKRZYDOWIE;Pokrzydowo;15;47;15;30;11;65
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W ZBICZNIE;Zbiczno;32;49;31;44;32;50
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PPOR. PIOTRA WYSOCKIEGO W ŚWIEDZIEBNI;Świedziebnia;35;50;35;37;35;46
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W JANOWIE;Janowo;10;51;10;46;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOCHOWIE;Łochowo;94;65;94;58;93;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARIANA REJEWSKIEGO W BIAŁYCH BŁOTACH;Białe Błota;143;62;143;53;143;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W PRZYŁĘKACH;Przyłęki;21;71;21;64;21;80
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W KOZIELCU;Kozielec;12;47;12;39;12;45
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W DOBRCZU;Dobrcz;35;60;35;42;35;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. 8-GO BYDGOSKIEGO PUŁKU PIECHOTY W BORÓWNIE;Borówno;11;68;11;55;11;70
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W STRZELCACH GÓRNYCH;Strzelce Górne;4;;4;;4;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. PORUCZNIKA WACŁAWA TARNOWSKIEGO W WUDZYNIE;Wudzyn;13;48;13;28;13;53
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W KOTOMIERZU;Kotomierz;17;53;17;40;17;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W DĄBROWIE CHEŁMIŃSKIEJ;Dąbrowa Chełmińska;48;51;48;36;48;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MAGDALENY MORTĘSKIEJ W CZARŻU;Czarże;16;44;16;29;16;52
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W OSTROMECKU;Ostromecko;20;63;20;53;20;66
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 W ZAKŁADZIE POPRAWCZYM I SCHRONISKU DLA NIELETNICH W KORONOWIE;Koronowo;1;;1;;1;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W SITOWCU;Sitowiec;11;66;11;39;11;57
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W WITOLDOWIE;Witoldowo;9;;9;;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA W BUSZKOWIE;Buszkowo;21;54;21;49;21;50
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W KORONOWIE;Koronowo;64;55;64;40;57;54
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. OBROŃCÓW WESTERPLATTE W MĄKOWARSKU;Mąkowarsko;13;64;13;54;13;67
Kujawsko-Pomorskie;Tak;ZESPÓŁ SZKÓŁ WE WTELNIE SZKOŁA PODSTAWOWA IM. LEONA WYCZÓŁKOWSKIEGO;Wtelno;27;51;27;36;27;59
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KPT. Ż. W. TADEUSZA ZIÓŁKOWSKIEGO W WIERZCHUCINIE KRÓLEWSKIM;Wierzchucin Królewski;19;43;19;31;19;44
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W KORONOWIE;Koronowo;72;63;72;46;65;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ;Nowa Wieś Wielka;54;58;54;46;51;62
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.POWSTAŃCÓW WIELKOPOLSKICH;Brzoza;53;58;53;49;53;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W OSIELSKU;Osielsko;73;64;73;65;72;89
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MAKSYMILIANOWIE;Maksymilianowo;24;55;24;27;24;51
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. AGATY MRÓZ W NIEMCZU;Niemcz;70;72;70;69;69;89
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W ŻOŁĘDOWIE;Żołędowo;15;64;15;42;14;77
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W SICIENKU;Sicienko;23;66;23;59;23;56
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W STRZELEWIE;Strzelewo;6;;6;;6;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ANIELI HRABINY POTULICKIEJ W WOJNOWIE;Wojnowo;30;57;30;45;30;64
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KRUSZYNIE;Kruszyn;19;62;19;47;18;72
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI KRAJEŃSKIEJ W SAMSIECZNIE;Samsieczno;10;55;10;42;10;45
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MARII SKŁODOWSKIEJ-CURIE W SOLCU KUJAWSKIM;Solec Kujawski;104;56;104;41;104;64
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI W SOLCU KUJAWSKIM;Solec Kujawski;57;57;57;39;59;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA Z ODDZIAŁAMI SPORTOWYMI;Bydgoszcz;48;46;48;33;51;52
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 10 IM. JANA KOCHANOWSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;29;45;29;31;30;54
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 12 IM. FRANCISZKA ŻWIRKI I STANISŁAWA WIGURY Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;56;60;56;49;57;72
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 13 IM. PREZYDENTA LEONA BARCISZEWSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPECJALNYMI W BYDGOSZCZY;Bydgoszcz;33;50;33;38;31;65
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 16 IM. MARIANA TURWIDA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;73;65;73;50;73;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 18 IM. HANSA CHRISTIANA ANDERSENA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;66;63;66;58;65;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 19 IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY;Bydgoszcz;9;;9;;9;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 20 IM.KS.PRYMASA STEFANA KAR.WYSZYŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;59;69;59;51;61;81
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 22 IM. MJR. HENRYKA DOBRZAŃSKIEGO-HUBALA W BYDGOSZCZY;Bydgoszcz;19;58;19;29;18;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 25 IM. SYNÓW PUŁKÓW Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;79;67;79;60;78;80
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 26 IM.ROMUALDA TRAUGUTTA W BYDGOSZCZY;Bydgoszcz;20;49;20;30;21;44
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 28 IM POLSKICH NOBLISTÓW W BYDGOSZCZY;Bydgoszcz;42;59;42;41;42;70
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 43 IM. ADM. KAZIMIERZA PORĘBSKIEGO W BYDGOSZCZY;Bydgoszcz;11;43;11;25;11;41
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 31 IM. JÓZEFA PIŁSUDSKIEGO Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;81;65;81;49;82;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 48 IM. 16 PUŁKU UŁANÓW WIELKOPOLSKICH Z ODDZIAŁAMI SPECJALNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;54;58;54;43;56;53
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYDGOSZCZY;Bydgoszcz;24;72;24;64;25;88
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 34 W BYDGOSZCZY IM. BOHATERÓW 3.PUŁKU LOTNICTWA SZTURMOWEGO W BYDGOSZCZY;Bydgoszcz;14;68;14;59;14;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 35 IM.JAROSŁAWA DĄBROWSKIEGO W BYDGOSZCZY;Bydgoszcz;43;61;43;59;43;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 36 IM.WINCENTEGO WIERNIKOWSKIEGO W BYDGOSZCZY;Bydgoszcz;36;58;35;44;35;61
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 37 IM. HENRYKA SIENKIEWICZA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;46;32;46;28;45;39
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 38 IM. ZDOBYWCÓW WAŁU POMORSKIEGO W BYDGOSZCZY;Bydgoszcz;65;60;65;50;65;75
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 40 W BYDGOSZCZY;Bydgoszcz;32;71;32;61;33;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 41 IM. ROMUALDA TRAUGUTTA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;55;56;55;44;58;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 45 IM. KANAŁU BYDGOSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;64;48;64;31;64;53
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 46 IM. UNII EUROPEJSKIEJ Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;66;60;66;48;66;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 47 IM.BRONISŁAWA MALINOWSKIEGO Z ODDZIAŁAMI MISTRZOSTAWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;31;46;31;38;33;47
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 56 IM. ARKADEGO FIEDLERA Z ODDZIAŁAMI INTEGRACYJNYMI W BYDGOSZCZY;Bydgoszcz;51;49;51;40;52;64
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 58 IM. IRENY SENDLEROWEJ W BYDGOSZCZY;Bydgoszcz;71;43;70;29;73;49
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 61 IM. BOHATERÓW WESTERPLATTE W BYDGOSZCZY;Bydgoszcz;48;56;48;46;48;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 62 IM. ŻOŁNIERZY 1 DYWIZJI PIECHOTY IM. TADEUSZA KOŚCIUSZKI W BYDGOSZCZY;Bydgoszcz;58;64;58;50;58;68
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 55 SPECJALNA DLA UCZNIÓW NIEDOSTOSOWANYCH SPOŁECZNIE ORAZ Z ZABURZENIAMI ZACHOWANIA W BYDGOSZCZY;Bydgoszcz;6;;6;;6;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MJRA HENRYKA SUCHARSKIEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;57;67;57;51;57;66
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 27 IM. ZDZISŁAWA KRZYSZKOWIAKA Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;25;53;25;37;24;60
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 14 IM. GEN. WŁADYSŁAWA SIKORSKIEGO W BYDGOSZCZY;Bydgoszcz;47;60;47;55;45;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 32 IM. FLORIANA KAJI Z ODDZIAŁAMI SPORTOWYMI I DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;118;66;118;57;121;79
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 60 IM. HUBERTA WAGNERA Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;128;61;128;53;128;74
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 64 IM. 650-LECIA BYDGOSZCZY Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;92;60;92;49;94;69
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 63 Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;108;58;109;43;108;71
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 65 IM. CZESŁAWA TAŃSKIEGO Z ODDZIAŁAMI INTEGRACYJNYMI I SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;109;61;109;48;109;74
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 67 IM. ANDRZEJA SZWALBEGO Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;80;58;80;46;79;71
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 66 IM. MISJI POKOJOWYCH ONZ Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;90;60;90;41;91;67
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 1 W BYDGOSZCZY;Bydgoszcz;18;71;18;70;18;95
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA TOWARZYSTWA SALEZJAŃSKIEGO W BYDGOSZCZY;Bydgoszcz;61;76;61;62;61;90
Kujawsko-Pomorskie;Nie;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. WOJCIECHA;Bydgoszcz;52;77;52;83;49;95
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 57 IM. TOWARZYSTWA MIŁOŚNIKÓW MIASTA BYDGOSZCZY;Bydgoszcz;39;62;39;45;40;68
Kujawsko-Pomorskie;Tak;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I ST. W BYDGOSZCZY;Bydgoszcz;17;83;17;65;17;91
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA PERPETUUM MOBILE FUNDACJI KREATYWNEJ EDUKACJI;Bydgoszcz;3;;3;;3;
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA INTERNATIONAL SCHOOL OF BYDGOSZCZ;Bydgoszcz;13;61;13;41;20;79
Kujawsko-Pomorskie;Nie;MIĘDZYNARODOWA SZKOŁA PODSTAWOWA SOKRATES W BYDGOSZCZY;Bydgoszcz;29;64;29;42;33;88
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 15 IM. TERESY CIEPŁY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;94;67;94;49;92;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. WŁAYSŁAWA JAGIEŁŁY W BYDGOSZCZY;Bydgoszcz;51;62;51;46;50;76
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH W BYDGOSZCZY;Bydgoszcz;9;;9;;9;
Kujawsko-Pomorskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA UNIVERSUM W BYDGOSZCZY;Bydgoszcz;1;;1;;1;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 17 IM. BOHATERÓW WRZEŚNIA 1939 ROKU Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;20;66;20;65;21;93
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 30 IM. SZARYCH SZEREGÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;29;73;29;53;30;92
Kujawsko-Pomorskie;Nie;"PRYWATNA SZKOŁA PODSTAWOWA DLA DOROSŁYCH ""PRZYSZŁOŚĆ"" W BYDGOSZCZY";Bydgoszcz;3;;3;;2;
Kujawsko-Pomorskie;Nie;"PRYWATNA SZKOŁA PODSTAWOWA ""PRZYSZŁOŚĆ"" W BYDGOSZCZY";Bydgoszcz;11;21;11;20;8;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 44 MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;15;68;15;54;15;78
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W BYDGOSZCZY;Bydgoszcz;1;;1;;1;
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. WOJSKA POLSKIEGO;Chełmno;64;58;64;42;65;63
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. FILOMATÓW POMORSKICH;Chełmno;22;43;22;31;22;42
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. STANISŁAWA STASZICA;Chełmno;61;53;61;33;60;51
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W KOLNIE;Kolno;19;51;19;41;19;44
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. BRONISŁAWA MALINOWSKIEGO W MAŁYCH ŁUNAWACH;Małe Łunawy;10;59;10;54;10;73
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM. IRENY SENDLEROWEJ W STAROGRODZIE;Starogród;12;59;12;48;12;72
Kujawsko-Pomorskie;Tak;SZKOŁA PODSTAWOWA IM.ZIEMI CHEŁMIŃSKIEJ W PODWIESKU;Podwiesk;12;48;12;24;12;57
Kujawsko-Pomorskie;Nie;SZKOŁA PODSTAWOWA IM. JANA SLASKIEGO;Trzebcz Szlachecki;5;;5;;5;
