region;public;school;city;polish_candidates;polish_average;math_candidates;math_average;english_candidates;english_average
Śląskie;Tak;"SZKOŁA PODSTAWOWA NR 14 FUNDACJI ""ELEMENTARZ"" W ZAWIERCIU";Zawiercie;6;58,83333333;6;50;6;88,83333333
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. ADAMA MICKIEWICZA W ZAWIERCIU;Zawiercie;18;54,44444444;18;43,55555556;23;53,86956522
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. MARII DĄBROWSKIEJ W ZAWIERCIU;Zawiercie;37;58,78378378;37;44,54054054;39;65,28205128
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W ZAWIERCIU;Zawiercie;32;52,125;32;36,125;32;60,8125
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. JANUSZA KORCZAKA W ZAWIERCIU;Zawiercie;37;62,7027027;37;44,10810811;43;63,93023256
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 W ZAWIERCIU;Zawiercie;11;43,81818182;11;26,54545455;11;48,36363636
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 11 W ZAWIERCIU;Zawiercie;12;51,33333333;12;51;12;78
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 12 W ZAKŁADZIE POPRAWCZYM I SCHRONISKU DLA NIELETNICH W ZAWIERCIU;Zawiercie;4;;4;;4;
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA KONARSKIEGO W ŁAZACH;Łazy;20;46,7;20;45,4;21;65,0952381
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. GABRIELA TASZYCKIEGO W CHRUSZCZOBRODZIE;Chruszczobród;12;66,75;12;62,66666667;12;72,33333333
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KS. STEFANA JONIAKA W NIEGOWONICACH;Niegowonice;15;63,4;15;52,26666667;15;78,93333333
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JÓZEFY JABCZYŃSKIEJ W WYSOKIEJ;Wysoka;9;71,66666667;9;30,66666667;9;57,22222222
Śląskie;Tak;"SZKOŁA PODSTAWOWA IM. H. GRABOWSKIEJ ""ZETY"" W CHLINIE";Chlina;11;62,09090909;11;57,45454545;11;72,90909091
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŻARNOWCU;Żarnowiec;20;49,55;20;43,4;20;43,4
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM.HENRYKA SIENKIEWICZA W ŚWIĘTOCHŁOWICACH;Świętochłowice;12;49;12;44;12;58
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. TADEUSZA KOŚCIUSZKI W ŚWIĘTOCHŁOWICACH;Świętochłowice;15;37,8;15;28,8;16;44,4375
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. JANA III SOBIESKIEGO W ŚWIĘTOCHŁOWICACH;Świętochłowice;10;57,1;10;50,4;17;48,41176471
Śląskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 17 IM. GUSTAWA MORCINKA W ŚWIĘTOCHŁOWICACH;Świętochłowice;38;49,13157895;38;34,52631579;38;57,21052632
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 19 IM. BOLESŁAWA CHROBREGO W ŚWIĘTOCHŁOWICACH;Świętochłowice;21;31,0952381;21;22,0952381;21;43,38095238
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM.MIŁOŚNIKÓW ZIEMI ŚLĄSKIEJ W ŚWIĘTOCHŁOWICACH;Świętochłowice;46;64,63043478;46;56,7826087;47;76,72340426
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 W ŚWIĘTOCHŁOWICACH;Świętochłowice;18;47,27777778;18;32,44444444;17;55,23529412
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. JANUSZA KORCZAKA W ŻORACH;Żory;16;51,3125;16;41;16;75,4375
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI DWUJĘZYCZNYMI I SPORTOWYMI IM. ŻORSKICH TWÓRCÓW KULTURY W ŻORACH;Żory;20;63;20;64,4;21;79,0952381
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 6 IM. TADEUSZA KOŚCIUSZKI W ŻORACH;Żory;17;58;17;57,41176471;17;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 7 Z ODDZIAŁAMI INTEGRACYJNYMI IM. KS. DR FRANCISZKA HARAZINA W ŻORACH;Żory;11;68,18181818;11;57,81818182;11;67,09090909
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 IM. ADAMA MICKIEWICZA W ŻORACH;Żory;17;72,52941176;17;56,94117647;16;85,875
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. HENRYKA SIENKIEWICZA W ŻORACH;Żory;20;51,55;20;43,8;20;58,75
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 11 IM. GUSTAWA MORCINKA;Żory;32;55,40625;32;47,5;31;62,96774194
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 13 Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO IM. POLSKICH OLIMPIJCZYKÓW W ŻORACH;Żory;19;55,78947368;19;29,68421053;39;45,33333333
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 15 Z ODDZIAŁAMI SPORTOWYMI W ŻORACH;Żory;29;55,44827586;29;46,20689655;29;59,75862069
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 16 Z ODDZIAŁAMI INTEGRACYJNYMI IM. MARII KONOPNICKIEJ W ŻORACH;Żory;14;45,78571429;14;34,28571429;14;62,71428571
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 17 Z ODDZIAŁAMI SPORTOWYMI I MISTRZOSTWA SPORTOWEGO IM. STANISŁAWA LIGONIA W ŻORACH;Żory;19;48,63157895;19;44,63157895;20;68,5
Śląskie;Nie;PRYWATNA SZKOŁA PODSTAWOWA ŻOREK;Żory;16;63,125;16;67,25;16;89,1875
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. ŚW. JANA KANTEGO W MIĘDZYBRODZIU BIALSKIM;Międzybrodzie Bialskie;3;;3;;3;
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. ŚW. KRÓLOWEJ JADWIGI W MIĘDZYBRODZIU ŻYWIECKIM;Międzybrodzie Żywieckie;1;;1;;1;
Śląskie;Tak;ZESPÓŁ SZKÓŁ W GILOWICACH - SZKOŁA PODSTAWOWA NR 1 IM. TADEUSZA KOŚCIUSZKI;Gilowice;17;62,52941176;17;50,11764706;18;60,16666667
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W RYCHWAŁDZIE;Rychwałd;10;51,1;10;36;10;60,9
Śląskie;Tak;ZESPÓŁ SZKÓŁ NR5-SZKOŁA PODSTAWOWA W KORBIELOWIE;Korbielów;5;70,2;5;52;5;53
Śląskie;Tak;ZESPÓŁ SZKÓŁ NR 3 - SZKOŁA PODSTAWOWA W KRZYŻOWEJ;Krzyżowa;8;64,625;8;31;9;50,66666667
Śląskie;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY -SZKOŁA PODSTAWOWA NR2 W PEWLI WIELKIEJ;Pewel Wielka;1;;1;;1;
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 W PEWLI WIELKIEJ;Pewel Wielka;2;;2;;2;
Śląskie;Tak;ZESPÓŁ SZKÓŁ NR4-SZKOŁA PODSTAWOWA W SOPOTNI WIELKIEJ;Sopotnia Wielka;6;77,16666667;6;62;6;83,66666667
Śląskie;Tak;ZESPÓŁ SZKÓŁ NR6-SZKOŁA PODSTAWOWA W SOPOTNI MAŁEJ;Sopotnia Mała;8;71,5;8;37,5;8;53,125
Śląskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA FUNDACJI KRÓLOWEJ ŚWIĘTEJ JADWIGI W KOSZARAWIE BYSTREJ;Koszarawa;48;62,89583333;48;52,33333333;48;69,3125
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.KRZYSZTOFA KAMILA BACZYŃSKIEGO W LIPOWEJ;Lipowa;27;63,55555556;27;47,55555556;27;71,62962963
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.JANA PAWŁA II W TWARDORZECZCE;Twardorzeczka;21;68;21;62,66666667;21;70,14285714
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KS.JANA TWARDOWSKIEGO W SIENNEJ;Sienna;11;61,90909091;11;41,09090909;11;57,90909091
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.ORŁA BIAŁEGO W SŁOTWINIE;Słotwina;9;59;9;58,22222222;9;70,11111111
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.KORNELA MAKUSZYŃSKIEGO W LEŚNEJ;Leśna;14;55;14;41,14285714;15;46,86666667
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W MILÓWCE;Milówka;23;55,47826087;23;38,95652174;23;61,08695652
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 W KAMESZNICY;Kamesznica;11;65,63636364;11;49,09090909;11;67,54545455
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KS. PRAŁ. STANISŁAWA GAWILKA W RADZIECHOWACH;Radziechowy;21;67,0952381;21;75,61904762;21;79,52380952
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA KLICHA W WIEPRZU;Wieprz;24;54,95833333;24;53;23;68,7826087
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. FRANCISZKA POLAKA W JUSZCZYNIE;Juszczyna;12;45,08333333;12;38;12;46,25
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W BRZUŚNIKU;Brzuśnik;11;57,09090909;11;63,63636364;11;66,36363636
Śląskie;Tak;SZKOŁA PODSTAWOWA W BYSTREJ;Bystra;8;56,25;8;49;8;53
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W PRZYBĘDZY;Przybędza;5;65,2;5;48,8;5;55,2
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KS. JÓZEFA TISCHNERA W RAJCZY;Rajcza;11;48,81818182;11;30,90909091;11;72,54545455
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W SOLI;Sól;12;56,83333333;12;43,66666667;12;54,58333333
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KRÓLA JANA III SOBIESKIEGO W RYCERCE DOLNEJ;Rycerka Dolna;8;54,125;8;32;8;54,25
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KAROLA WOJTYŁY RYCERCE GÓRNEJ;Rycerka Górna;9;49,11111111;9;41,77777778;9;51,88888889
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KRÓLOWEJ JADWIGI W ZWARDONIU;Zwardoń;6;74,83333333;6;51,33333333;6;63
Śląskie;Nie;INTEGRACYJNA SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLNYMI FUNDACJI DUO W SOLI KICZORZE;Sól-Kiczora;6;54;6;42;5;66,4
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA SYGIETYŃSKIEGO W UJSOŁACH;Ujsoły;20;43,85;20;34,8;20;50,2
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 W CIĘCINIE IM. KONSTYTUCJI 3 MAJA;Cięcina;20;56,55;20;36,4;20;55,6
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.JANA PAWŁA II Z SIEDZIBĄ W CIŚCU;Cisiec;13;54,07692308;13;32,30769231;13;51,30769231
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.OBROŃCÓW WĘGIERSKIEJ GÓRKI W WĘGIERSKIEJ GÓRCE;Węgierska Górka;23;58,47826087;23;54,08695652;23;64,69565217
Śląskie;Tak;SZKOŁA PODSTAWOWA IM.PARTYZANTÓW POLSKICH W ŻABNICY;Żabnica;19;56,63157895;19;29,47368421;17;47,17647059
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KRÓLOWEJ JADWIGI W ŁODYGOWICACH;Łodygowice;24;56,29166667;24;53,66666667;24;63,66666667
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. WŁADYSŁAWA JAGIEŁŁY W ŁODYGOWICACH;Łodygowice;34;65,97058824;34;53,17647059;33;76,21212121
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W ZARZECZU;Zarzecze;15;70,73333333;15;53,33333333;16;71,8125
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W PIETRZYKOWICACH;Pietrzykowice;15;48,13333333;15;46,13333333;15;61,06666667
Śląskie;Tak;ZESPÓŁ SZKÓŁ SZKOŁA PODSTAWOWA IM. BŁ. O. MICHAŁA TOMASZKA W ŁĘKAWICY;Łękawica;15;58;15;47,73333333;15;56,33333333
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W ŚLEMIENIU;Ślemień;15;64,86666667;15;60,26666667;15;76,46666667
Śląskie;Tak;SZKOŁA PODSTAWOWA W TRZEBINI;Trzebinia;16;45,375;16;42,5;16;53,0625
Śląskie;Tak;SZKOŁA PODSTAWOWA IM. MARII SKŁODOWSKIEJ - CURIE W ŚWINNEJ;Świnna;17;63;17;69,17647059;17;71,17647059
Śląskie;Nie;SZKOŁA PODSTAWOWA STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH IM. FRANCISZKAŃSKICH MĘCZENNIKÓW Z PERU BŁ. MICHAŁA TOMASZKA I BŁ. ZBIGNIEWA STRZAŁKOWSKIEGO W RYCHWAŁDKU;Rychwałdek;12;52,33333333;12;38,66666667;12;60,83333333
Śląskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA FUNDACJI KRÓLOWEJ ŚWIĘTEJ JADWIGI W PRZYŁĘKOWIE;Przyłęków;15;52,06666667;15;53,86666667;14;78,35714286
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. WOJSKA POLSKIEGO W ŻYWCU;Żywiec;31;53,77419355;31;45,5483871;33;56,15151515
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. STANISŁAWA STASZICA W ŻYWCU;Żywiec;20;52,75;20;64,8;20;73,8
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. ADAMA MICKIEWICZA W ŻYWCU;Żywiec;39;59,38461538;39;50,76923077;39;73,20512821
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. HUGONA KOŁŁĄTAJA;Żywiec;50;56,02;50;46,96;53;70
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 8 W ŻYWCU;Żywiec;19;49,47368421;19;53,68421053;19;56
Śląskie;Nie;SZKOŁA PODSTAWOWA STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH IM. STEFANA KARDYNAŁA WYSZYŃSKIEGO W ŻYWCU;Żywiec;9;61,44444444;9;52,44444444;9;79,44444444
Śląskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. JANA PAWŁA II W ŻYWCU;Żywiec;15;42,53333333;15;39,73333333;21;43,71428571
Śląskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA O PROFILU JĘZYKOWYM CERVANTES;Żywiec;11;60,63636364;11;54,54545455;11;87,09090909
Śląskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA FUNDACJI KRÓLOWEJ ŚWIĘTEJ JADWIGI W ŻYWCU;Żywiec;25;56;25;53,92;24;74,375
Śląskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO IM. JANA PAWŁA II WRAZ Z INTERNATEM W ŻYWCU;Żywiec;;;;;2;
Śląskie;Nie;SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO W ŻYWCU;Żywiec;16;54,3125;16;50,75;16;76,1875
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.30 POLESKIEJ DYWIZJI PIECHOTY AK W GRABANOWIE;Grabanów;5;81,2;5;84;5;93,6
Lubelskie;Tak;SZKOŁA PODSTAWOWA POMNIK 1000-LECIA NR 1235 IM.BOHATERÓW II WOJNY ŚWIATOWEJ W WOSKRZENICACH DUŻYCH;Woskrzenice Duże;8;45,75;8;40;8;39,375
Lubelskie;Nie;SZKOŁA PODSTAWOWA IM.KS.STANISŁAWA BRZÓSKI W DOKUDOWIE;Dokudów Pierwszy;3;;3;;3;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.WANDY CHOTOMSKIEJ W ORTELU KSIĄŻĘCYM DRUGIM;Ortel Książęcy Drugi;3;;3;;3;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.JANINY PORAZIŃSKIEJ W STYRZYŃCU;Styrzyniec;7;67;7;38,85714286;7;52
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W CICIBORZE DUŻYM;Cicibór Duży;11;66,09090909;11;46,18181818;11;43,45454545
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.HENRYKA SIENKIEWICZA W SŁAWACINKU STARYM;Sławacinek Stary;11;62,54545455;11;60,72727273;11;72,45454545
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. KS. KARD. STEFANA WYSZYŃSKIEGO W SZÓSTCE;Szóstka;3;;3;;3;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.UNITÓW DRELOWSKICH W DRELOWIE;Drelów;7;63,14285714;7;50,28571429;7;70
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W DOŁDZE;Dołha;7;62,14285714;7;48;7;80,28571429
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W WITOROŻU;Witoroż;1;;1;;1;
Lubelskie;Tak;ZESPÓŁ PLACÓWEK OŚWIATOWYCH SZKOŁA PODSTAWOWA IM. CZESŁAWA TAŃSKIEGO W JANOWIE PODLASKIM;Janów Podlaski;26;50,5;26;37,23076923;21;46,80952381
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. KPT. MICHAŁA FIJAŁKI;Kodeń;14;55,64285714;14;42,28571429;7;66,71428571
Lubelskie;Tak;ZESPÓŁ SZKOLNO - PRZEDSZKOLNY SZKOŁA PODSTAWOWA IM.ADAMA MICKIEWICZA W KONSTANTYNOWIE;Konstantynów;22;53,5;22;45,63636364;22;49,72727273
Lubelskie;Tak;"ZESPÓŁ PLACÓWEK OŚWIATOWYCH IM.ŻOŁNIERZY MJR ,,ZENONA"" SZKOŁA PODSTAWOWA IM.STANISŁAWA STASZICA W LEŚNEJ PODLASKIEJ";Leśna Podlaska;13;57,23076923;13;52,92307692;13;59,07692308
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI I SPORTOWYMI IM. JANA PAWŁA II W MIĘDZYRZECU PODLASKIM;Międzyrzec Podlaski;37;59,18918919;37;50,27027027;39;74,20512821
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI, SPORTOWYMI I DWUJĘZYCZNYMI IM. BOLESŁAWA PRUSA W MIĘDZYRZECU PODLASKIM;Międzyrzec Podlaski;25;54,2;25;49,44;25;62,16
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 Z ODDZIAŁAMI INTEGRACYJNYMI I SPORTOWYMI IM. HENRYKA SIENKIEWICZA W MIĘDZYRZECU PODLASKIM;Międzyrzec Podlaski;12;38,75;12;30;12;40,75
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KORNELA MAKUSZYŃSKIEGO W RZECZYCY;Rzeczyca;18;71,33333333;18;48,44444444;18;59,66666667
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W TŁUŚĆCU;Tłuściec;5;67,2;5;57,6;5;52,6
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KAROLA KRYSIŃSKIEGO W RUDNIKACH;Rudniki;7;75,14285714;7;53,71428571;7;43,71428571
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W HALASACH;Halasy;13;49,15384615;13;34,46153846;13;39,92307692
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W KRZEWICY;Krzewica;8;51,25;8;45;8;57,25
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W MISIACH;Misie;12;49,83333333;12;37,33333333;12;48,16666667
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KUSOCIŃSKIEGO W ROGOŹNICY;Rogoźnica;9;64,66666667;9;38,66666667;9;45,33333333
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W TULIŁOWIE;Tuliłów;6;39,16666667;6;40,66666667;6;42,66666667
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. K.MAKUSZYŃSKIEGO W PISZCZACU;Piszczac;37;60,72972973;37;38,37837838;33;61,18181818
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W POŁOSKACH;Połoski;2;;2;;2;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. T. KOŚCIUSZKI W CHOTYŁOWIE;Chotyłów;10;69;10;60;7;68,57142857
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ROKITNIE;Rokitno;11;56,90909091;11;42,54545455;11;60,45454545
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.PPŁK.STEFANA SKOCZYLASA W ROSSOSZU;Rossosz;11;63,36363636;11;32,72727273;8;61,875
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM J.I.KRASZEWSKIEGO W SOSNÓWCE;Sosnówka;11;60,18181818;11;35,63636364;11;55,63636364
Lubelskie;Nie;SZKOŁA PODSTAWOWA W MOTWICY;Motwica;4;;4;;3;
Lubelskie;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W SŁAWATYCZACH;Sławatycze;14;51,07142857;14;31,14285714;13;50,53846154
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM.ŚW.KRÓLOWEJ JADWIGI W TERESPOLU;Terespol;38;57,81578947;38;41,78947368;38;58,5
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.ORŁA BIAŁEGO W KOBYLANACH;Kobylany;11;56,81818182;11;30,18181818;9;63,22222222
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.JULIANA URSYNA NIEMCEWICZA W NEPLACH;Neple;6;66,16666667;6;60,66666667;4;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W TUCZNEJ;Tuczna;7;31,28571429;7;29,71428571;7;48,71428571
Lubelskie;Tak;SZKOŁA PODSTAWOWA W HORODYSZCZU;Horodyszcze;8;59,625;8;61,5;7;56,14285714
Lubelskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI PRZEDSZKOLA IM. J.I. KRASZEWSKIEGO W WISZNICACH;Wisznice;21;60,52380952;21;57,33333333;20;68,5
Lubelskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA;Dubica Dolna;4;;4;;3;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. JÓZEFA KOSSOWSKIEGO W POLUBICZACH;Polubicze Wiejskie Pierwsze;5;63;5;44;5;39,8
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM.POLSKI NIEPODLEGŁEJ W ZALESIU;Zalesie;20;74,95;20;45,6;20;62
Lubelskie;Nie;SZKOŁA PODSTAWOWA W BEREZÓWCE;Berezówka;;;;;;
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI;Łomazy;14;46,64285714;14;46,57142857;6;63
Lubelskie;Tak;SZKOŁA PODSTAWOWA W HUSZCZY;Huszcza Pierwsza;3;;3;;2;
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 4 IM. KORNELA MAKUSZYŃSKIEGO W BIAŁEJ PODLASKIEJ;Biała Podlaska;28;45,5;28;38,14285714;27;48,11111111
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 6;Biała Podlaska;30;51,83333333;30;41,33333333;29;58,03448276
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 3 IM. MARII KONOPNICKIEJ;Biała Podlaska;47;64,06382979;47;45,27659574;47;61,46808511
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 2 IM. BOHATERSKICH LOTNIKÓW PODLASIA;Biała Podlaska;38;61,44736842;38;51,26315789;37;66,89189189
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 9 IM. ŚWIĘTEJ JADWIGI KRÓLOWEJ;Biała Podlaska;49;61,3877551;49;50,93877551;48;70,83333333
Lubelskie;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 5 IM. JANA KOCHANOWSKIEGO;Biała Podlaska;37;53,78378378;37;27,67567568;37;49,64864865
Lubelskie;Nie;SPOŁECZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA;Biała Podlaska;22;54,5;22;49,63636364;19;56,21052632
Lubelskie;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W BIAŁEJ PODLASKIEJ;Biała Podlaska;11;72;11;63,27272727;14;81
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. DZIECI ZAMOJSZCZYZNY W ALEKSANDROWIE;Aleksandrów;13;42,15384615;13;35,69230769;13;39,30769231
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. HETMANA JANA ZAMOYSKIEGO W BUKOWINIE;Bukowina;3;;3;;4;
Lubelskie;Tak;SAMORZĄDOWA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GOŹDZIE LIPIŃSKIM;Gózd Lipiński;2;;2;;2;
Lubelskie;Tak;SZKOŁA PODSTAWOWA W BISZCZY;Biszcza;8;54,125;8;27;9;60
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 1 IM. BŁOGOSŁAWIONEGO KSIĘDZA PRYMASA STEFANA KARDYNAŁA WYSZYŃSKIEGO;Biłgoraj;53;60,43396226;53;55,47169811;53;73,64150943
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI;Biłgoraj;34;64,52941176;34;46,11764706;33;61,84848485
Lubelskie;Tak;SZKOŁA PODSTAWOWA NR 5 IM. KSIĘDZA JANA TWARDOWSKIEGO;Biłgoraj;72;69,58333333;72;56,55555556;70;77,91428571
Lubelskie;Tak;SZKOŁA PODSTAWOWA W KORCZOWIE;Korczów;12;56,33333333;12;54,33333333;12;58,16666667
Lubelskie;Tak;SZKOŁA PODSTAWOWA W SOLI;Sól;15;64,6;15;64;15;71,73333333
Lubelskie;Tak;SZKOŁA PODSTAWOWA W WOLI DEREŹNIAŃSKIEJ;Wola Dereźniańska;3;;3;;3;
Lubelskie;Tak;SZKOŁA PODSTAWOWA W SMÓLSKU;Smólsko Małe;13;71,23076923;13;61,23076923;13;71,76923077
Lubelskie;Tak;SZKOŁA PODSTAWOWA IM. PAPIEŻA JANA PAWŁA II W DEREŹNI SOLSKIEJ;Dereźnia Solska;10;60,7;10;41,2;10;57,1
